symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
APT-USDT,LONG,MEDIUM,0.98560000,0.98001440,0.99677120,2026-04-25 07:59:39,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.97, EMA50=0.96;✅ روند EMA 4h: EMA21=0.96, EMA50=0.94;✅ RSI 30m: RSI=58.20;❌ MACD 30m: MACD_hist=-0.0005;❌ ورود هوشمند پولبک: قیمت=0.9856 EMA=0.9809 RSI=58.2 BS15=1.000;❌ ADX: ADX=1.90 [>25], DI+=417.41, DI-=401.85;✅ CCI عبور از ۰: CCI=78.07;❌ SAR: SAR=0.9875, قیمت=0.9856;✅ Stochastic کراس: K=46.51 D=15.50;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0109 [>0.007]"
SOL-USDT,LONG,MEDIUM,86.42000000,86.05358000,87.15284000,2026-04-25 11:20:23,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=86.27, EMA50=86.21;✅ روند EMA 4h: EMA21=86.23, EMA50=86.00;✅ RSI 30m: RSI=54.29;✅ MACD 30m: MACD_hist=0.0011;❌ ورود هوشمند پولبک: قیمت=86.4200 EMA=86.3046 RSI=54.3 BS15=0.500;❌ ADX: ADX=17.80 [>25], DI+=404.57, DI-=282.33;✅ CCI عبور از ۰: CCI=102.27;✅ SAR: SAR=86.2750, قیمت=86.4200;✅ Stochastic کراس: K=54.90 D=18.30;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0011 [>0.007]"
BNB-USDT,LONG,LOW,638.09300000,635.59390700,643.09118600,2026-04-25 13:12:46,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.822 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=637.30, EMA50=637.04;✅ روند EMA 4h: EMA21=636.46, EMA50=632.13;✅ RSI 30m: RSI=55.03;✅ MACD 30m: MACD_hist=0.0945;❌ ورود هوشمند پولبک: قیمت=638.0930 EMA=637.2923 RSI=55.0 BS15=0.822;✅ ADX: ADX=27.89 [>25], DI+=398.39, DI-=224.61;✅ CCI عبور از ۰: CCI=92.71;✅ SAR: SAR=637.2112, قیمت=638.0930;❌ Stochastic کراس: K=84.94 D=28.31;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0003 [>0.007]"
NEAR-USDT,LONG,LOW,1.41490000,1.40928510,1.42612980,2026-04-25 13:12:47,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.458 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.800 [≥ 0.48];✅ روند EMA 1h: EMA21=1.41, EMA50=1.41;✅ روند EMA 4h: EMA21=1.40, EMA50=1.39;✅ RSI 30m: RSI=53.84;✅ MACD 30m: MACD_hist=0.0001;❌ ورود هوشمند پولبک: قیمت=1.4149 EMA=1.4132 RSI=53.8 BS15=0.458;✅ ADX: ADX=85.10 [>25], DI+=663.05, DI-=53.37;✅ CCI عبور از ۰: CCI=37.84;✅ SAR: SAR=1.4124, قیمت=1.4149;✅ Stochastic کراس: K=49.61 D=16.54;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0012 [>0.007]"
OP-USDT,LONG,MEDIUM,0.13140000,0.12736860,0.13946280,2026-04-25 13:12:47,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.800 [≥ 0.48];✅ روند EMA 1h: EMA21=0.13, EMA50=0.12;✅ روند EMA 4h: EMA21=0.12, EMA50=0.12;✅ RSI 30m: RSI=69.90;✅ MACD 30m: MACD_hist=0.0002;❌ ورود هوشمند پولبک: قیمت=0.1314 EMA=0.1285 RSI=69.9 BS15=0.500;❌ ADX: ADX=14.29 [>25], DI+=471.58, DI-=353.68;✅ CCI عبور از ۰: CCI=128.29;✅ SAR: SAR=0.1304, قیمت=0.1314;❌ Stochastic کراس: K=67.21 D=22.40;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0176 [>0.007]"
AVAX-USDT,LONG,LOW,9.47800000,9.42452200,9.58495600,2026-04-25 14:06:15,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.625 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=9.44, EMA50=9.41;✅ روند EMA 4h: EMA21=9.40, EMA50=9.38;✅ RSI 30m: RSI=60.20;✅ MACD 30m: MACD_hist=0.0027;❌ ورود هوشمند پولبک: قیمت=9.4780 EMA=9.4493 RSI=60.2 BS15=0.625;✅ ADX: ADX=40.78 [>25], DI+=558.23, DI-=234.81;✅ CCI عبور از ۰: CCI=135.53;✅ SAR: SAR=9.4721, قیمت=9.4780;❌ Stochastic کراس: K=83.04 D=27.68;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0024 [>0.007]"
AVAX-USDT,LONG,MEDIUM,9.42000000,9.40858000,9.44284000,2026-04-25 15:02:47,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=9.43, EMA50=9.41;✅ روند EMA 4h: EMA21=9.40, EMA50=9.38;❌ RSI 30m: RSI=44.68;❌ MACD 30m: MACD_hist=-0.0035;❌ ورود هوشمند پولبک: قیمت=9.4200 EMA=9.4443 RSI=44.7 BS15=1.000;✅ ADX: ADX=58.75 [>25], DI+=706.06, DI-=183.44;❌ CCI عبور از ۰: CCI=-111.63;✅ SAR: SAR=9.4180, قیمت=9.4200;✅ Stochastic کراس: K=31.25 D=10.42;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0019 [>0.007]"
ATOM-USDT,LONG,MEDIUM,2.05050000,1.99854950,2.15440100,2026-04-25 15:02:48,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.722 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.722 [≥ 0.48];✅ روند EMA 1h: EMA21=2.01, EMA50=1.96;✅ روند EMA 4h: EMA21=1.94, EMA50=1.88;✅ RSI 30m: RSI=70.09;✅ MACD 30m: MACD_hist=0.0022;❌ ورود هوشمند پولبک: قیمت=2.0505 EMA=2.0249 RSI=70.1 BS15=0.722;❌ ADX: ADX=10.18 [>25], DI+=318.55, DI-=259.69;✅ CCI عبور از ۰: CCI=174.89;✅ SAR: SAR=2.0412, قیمت=2.0505;❌ Stochastic کراس: K=89.11 D=29.70;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0131 [>0.007]"
OP-USDT,LONG,LOW,0.13010000,0.12816990,0.13396020,2026-04-25 15:02:48,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.333 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.333 [≥ 0.48];✅ روند EMA 1h: EMA21=0.13, EMA50=0.13;✅ روند EMA 4h: EMA21=0.12, EMA50=0.12;✅ RSI 30m: RSI=57.80;❌ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.1301 EMA=0.1293 RSI=57.8 BS15=0.333;✅ ADX: ADX=70.15 [>25], DI+=676.27, DI-=118.64;✅ CCI عبور از ۰: CCI=32.92;✅ SAR: SAR=0.1294, قیمت=0.1301;✅ Stochastic کراس: K=44.07 D=14.69;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0182 [>0.007]"
ATOM-USDT,LONG,LOW,2.04300000,2.01405700,2.10088600,2026-04-25 16:12:13,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.056 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=2.01, EMA50=1.97;✅ روند EMA 4h: EMA21=1.95, EMA50=1.88;✅ RSI 30m: RSI=64.10;✅ MACD 30m: MACD_hist=0.0006;❌ ورود هوشمند پولبک: قیمت=2.0430 EMA=2.0279 RSI=64.1 BS15=0.056;✅ ADX: ADX=25.74 [>25], DI+=332.82, DI-=196.55;✅ CCI عبور از ۰: CCI=89.56;✅ SAR: SAR=2.0381, قیمت=2.0430;❌ Stochastic کراس: K=75.71 D=25.24;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0129 [>0.007]"
