symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
NEAR-USDT,LONG,LOW,1.47440000,1.42872560,1.56574880,2026-03-17 00:35:24,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.608 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.556 [≥ 0.48];✅ روند EMA 1h: EMA21=1.41, EMA50=1.38;✅ روند EMA 4h: EMA21=1.37, EMA50=1.33;✅ RSI 30m: RSI=75.92;✅ MACD 30m: MACD_hist=0.0030;❌ ورود هوشمند پولبک: قیمت=1.4744 EMA=1.4318 RSI=75.9 BS15=0.608;✅ ADX: ADX=45.24 [>25], DI+=330.96, DI-=124.77;✅ CCI عبور از ۰: CCI=159.78;✅ SAR: SAR=1.4555, قیمت=1.4744;❌ Stochastic کراس: K=95.02 D=31.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0187 [>0.007]"
AVAX-USDT,LONG,MEDIUM,10.38200000,10.27061800,10.60476400,2026-03-17 07:39:53,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.778 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.480 [≥ 0.48];✅ روند EMA 1h: EMA21=10.32, EMA50=10.14;✅ روند EMA 4h: EMA21=10.03, EMA50=9.76;✅ RSI 30m: RSI=51.10;❌ MACD 30m: MACD_hist=-0.0170;❌ ورود هوشمند پولبک: قیمت=10.3820 EMA=10.3935 RSI=51.1 BS15=0.778;❌ ADX: ADX=30.60 [>25], DI+=156.68, DI-=294.83;❌ CCI عبور از ۰: CCI=-29.41;✅ SAR: SAR=10.2824, قیمت=10.3820;✅ Stochastic کراس: K=38.40 D=12.80;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0106 [>0.007]"
OP-USDT,LONG,MEDIUM,0.13550000,0.13416450,0.13817100,2026-03-17 07:39:54,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.13, EMA50=0.13;❌ روند EMA 4h: EMA21=0.13, EMA50=0.13;✅ RSI 30m: RSI=52.34;❌ MACD 30m: MACD_hist=-0.0004;❌ ورود هوشمند پولبک: قیمت=0.1355 EMA=0.1357 RSI=52.3 BS15=0.000;❌ ADX: ADX=37.70 [>25], DI+=144.57, DI-=319.57;❌ CCI عبور از ۰: CCI=-45.37;✅ SAR: SAR=0.1343, قیمت=0.1355;✅ Stochastic کراس: K=23.53 D=7.84;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0160 [>0.007]"
DOT-USDT,LONG,MEDIUM,1.61330000,1.58698670,1.67908325,2026-03-17 13:15:57,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.839 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.839 [≥ 0.48];✅ روند EMA 1h: EMA21=1.60, EMA50=1.55;❌ روند EMA 4h: EMA21=1.53, EMA50=1.51;✅ RSI 30m: RSI=53.14;✅ MACD 30m: MACD_hist=0.0001;❌ ورود هوشمند پولبک: قیمت=1.6133 EMA=1.6105 RSI=53.1 BS15=0.839;✅ ADX: ADX=79.17 [>25], DI+=475.03, DI-=55.22;✅ CCI عبور از ۰: CCI=17.82;✅ SAR: SAR=1.6104, قیمت=1.6133;✅ Stochastic کراس: K=48.34 D=16.11;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0116 [>0.007]"
NEAR-USDT,LONG,LOW,1.45510000,1.42244490,1.53673775,2026-03-17 13:15:57,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=1.45, EMA50=1.41;✅ روند EMA 4h: EMA21=1.39, EMA50=1.34;✅ RSI 30m: RSI=50.20;❌ MACD 30m: MACD_hist=-0.0011;❌ ورود هوشمند پولبک: قیمت=1.4551 EMA=1.4567 RSI=50.2 BS15=1.000;✅ ADX: ADX=36.07 [>25], DI+=376.05, DI-=176.67;❌ CCI عبور از ۰: CCI=-21.15;✅ SAR: SAR=1.4510, قیمت=1.4551;❌ Stochastic کراس: K=61.42 D=20.47;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0106 [>0.007]"
NEAR-USDT,LONG,MEDIUM,1.45170000,1.44504830,1.46500340,2026-03-17 15:07:35,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.600 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.923 [≥ 0.48];✅ روند EMA 1h: EMA21=1.45, EMA50=1.42;✅ روند EMA 4h: EMA21=1.39, EMA50=1.34;❌ RSI 30m: RSI=48.26;❌ MACD 30m: MACD_hist=-0.0012;❌ ورود هوشمند پولبک: قیمت=1.4517 EMA=1.4554 RSI=48.3 BS15=0.600;✅ ADX: ADX=29.68 [>25], DI+=339.14, DI-=183.92;✅ CCI عبور از ۰: CCI=1.85;❌ SAR: SAR=1.4537, قیمت=1.4517;✅ Stochastic کراس: K=54.72 D=18.24;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0086 [>0.007]"
ETH-USDT,LONG,MEDIUM,2318.05000000,2302.06195000,2350.02610000,2026-03-17 16:19:34,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.637 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.637 [≥ 0.48];✅ روند EMA 1h: EMA21=2313.37, EMA50=2262.76;✅ روند EMA 4h: EMA21=2226.29, EMA50=2144.35;❌ RSI 30m: RSI=47.48;❌ MACD 30m: MACD_hist=-1.0665;❌ ورود هوشمند پولبک: قیمت=2318.0500 EMA=2323.3542 RSI=47.5 BS15=0.637;✅ ADX: ADX=38.61 [>25], DI+=343.93, DI-=152.34;❌ CCI عبور از ۰: CCI=-19.62;✅ SAR: SAR=2317.0112, قیمت=2318.0500;✅ Stochastic کراس: K=49.39 D=16.46;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0067 [>0.007]"
BTC-USDT,LONG,MEDIUM,73915.10000000,73324.98490000,75095.33020000,2026-03-17 19:05:56,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.563 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.655 [≥ 0.48];✅ روند EMA 1h: EMA21=74054.38, EMA50=73524.51;✅ روند EMA 4h: EMA21=72906.85, EMA50=71538.41;❌ RSI 30m: RSI=46.74;✅ MACD 30m: MACD_hist=16.3404;❌ ورود هوشمند پولبک: قیمت=73915.1000 EMA=74054.8868 RSI=46.7 BS15=0.563;✅ ADX: ADX=35.36 [>25], DI+=291.21, DI-=139.05;❌ CCI عبور از ۰: CCI=-11.69;❌ SAR: SAR=73992.8140, قیمت=73915.1000;✅ Stochastic کراس: K=34.67 D=11.56;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;❌ فیلتر رنج: فاصله EMA=0.0005 [>0.007]"
LTC-USDT,LONG,MEDIUM,57.91000000,57.26209000,59.20582000,2026-03-17 19:05:57,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.714 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=57.87, EMA50=57.35;❌ روند EMA 4h: EMA21=56.79, EMA50=55.75;✅ RSI 30m: RSI=50.46;✅ MACD 30m: MACD_hist=0.0456;❌ ورود هوشمند پولبک: قیمت=57.9100 EMA=57.8677 RSI=50.5 BS15=0.714;✅ ADX: ADX=34.43 [>25], DI+=282.30, DI-=137.70;✅ CCI عبور از ۰: CCI=79.80;✅ SAR: SAR=57.8020, قیمت=57.9100;✅ Stochastic کراس: K=57.84 D=19.28;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0006 [>0.007]"
XAUT-USDT,SHORT,MEDIUM,4968.62000000,4995.97862000,4913.90276000,2026-03-17 20:27:03,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=4971.46, EMA50=4975.60;✅ روند EMA 4h: EMA21=4984.40, EMA50=5028.77;✅ RSI 30m: RSI=47.67;✅ MACD 30m: MACD_hist=-0.8437;❌ ورود هوشمند پولبک: قیمت=4968.6200 EMA=4970.9506 RSI=47.7 BS15=1.000;❌ ADX: ADX=13.72 [>25], DI+=447.05, DI-=339.16;✅ CCI عبور از ۰: CCI=-57.80;❌ SAR: SAR=4959.4374, قیمت=4968.6200;❌ Stochastic کراس: K=52.58 D=17.53;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0002 [>0.007]"
