symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
SOL-USDT,LONG,MEDIUM,88.09000000,87.43058080,89.40883840,2026-02-15 00:17:55,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.875 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.875 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=86.38, EMA55=84.20;❌ روند EMA 4h: EMA21=84.19, EMA55=86.69, EMA200=104.74;✅ RSI 30m: RSI=65.93 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-0.0432 | سطح=MEDIUM;✅ شکست ورود: قیمت=88.09, EMA21=87.33, آستانه=0.003;✅ ADX: ADX=51.87 [حد > 25];❌ CCI: CCI=68.29;✅ SAR: SAR=87.6902, قیمت=88.0900;✅ Stochastic: K=82.61, D=27.54;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
XRP-USDT,LONG,MEDIUM,1.49584000,1.48286920,1.52178160,2026-02-15 00:17:56,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.882 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.882 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.45, EMA55=1.42;❌ روند EMA 4h: EMA21=1.42, EMA55=1.44, EMA200=1.65;✅ RSI 30m: RSI=70.90 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0009 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.50, EMA21=1.47, آستانه=0.003;✅ ADX: ADX=69.55 [حد > 25];✅ CCI: CCI=125.66;✅ SAR: SAR=1.4906, قیمت=1.4958;❌ Stochastic: K=76.28, D=25.43;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ADA-USDT,LONG,MEDIUM,0.29780000,0.29506200,0.30464500,2026-02-15 00:17:56,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.875 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.875 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.28, EMA55=0.28;❌ روند EMA 4h: EMA21=0.28, EMA55=0.27, EMA200=0.31;✅ RSI 30m: RSI=74.20 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0008 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.30, EMA21=0.29, آستانه=0.003;✅ ADX: ADX=59.14 [حد > 25];✅ CCI: CCI=128.13;✅ SAR: SAR=0.2960, قیمت=0.2978;✅ Stochastic: K=87.89, D=29.30;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
AVAX-USDT,LONG,MEDIUM,9.58000000,9.50737000,9.72526000,2026-02-15 00:17:57,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.917 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.917 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=9.35, EMA55=9.15;❌ روند EMA 4h: EMA21=9.13, EMA55=9.20, EMA200=10.58;✅ RSI 30m: RSI=69.16 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0144 | سطح=MEDIUM;✅ شکست ورود: قیمت=9.58, EMA21=9.44, آستانه=0.003;✅ ADX: ADX=66.95 [حد > 25];✅ CCI: CCI=109.76;✅ SAR: SAR=9.5361, قیمت=9.5800;✅ Stochastic: K=80.27, D=26.76;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;❌ Double Top/Bottom: بدون الگو"
ATOM-USDT,LONG,MEDIUM,2.19650000,2.17869800,2.23210400,2026-02-15 00:17:57,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.15, EMA55=2.08;❌ روند EMA 4h: EMA21=2.07, EMA55=2.02, EMA200=2.09;✅ RSI 30m: RSI=66.14 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0018 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.20, EMA21=2.17, آستانه=0.003;✅ ADX: ADX=68.58 [حد > 25];✅ CCI: CCI=102.75;✅ SAR: SAR=2.1912, قیمت=2.1965;❌ Stochastic: K=73.60, D=24.53;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom"
SUI-USDT,LONG,MEDIUM,1.03270000,1.01968720,1.05872560,2026-02-15 00:17:58,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.99, EMA55=0.97;❌ روند EMA 4h: EMA21=0.97, EMA55=0.99, EMA200=1.21;✅ RSI 30m: RSI=67.33 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0021 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.03, EMA21=1.01, آستانه=0.003;✅ ADX: ADX=47.40 [حد > 25];✅ CCI: CCI=104.53;✅ SAR: SAR=1.0246, قیمت=1.0327;✅ Stochastic: K=81.40, D=27.13;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;❌ Double Top/Bottom: بدون الگو"
FIL-USDT,LONG,MEDIUM,1.01980000,1.00857760,1.04224480,2026-02-15 00:18:01,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.833 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.833 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.98, EMA55=0.95;❌ روند EMA 4h: EMA21=0.95, EMA55=0.96, EMA200=1.12;✅ RSI 30m: RSI=69.14 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0015 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.02, EMA21=1.00, آستانه=0.003;✅ ADX: ADX=71.97 [حد > 25];❌ CCI: CCI=75.18;✅ SAR: SAR=1.0171, قیمت=1.0198;✅ Stochastic: K=80.52, D=26.84;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
XRP-USDT,LONG,MEDIUM,1.57679000,1.55758040,1.61520920,2026-02-15 10:10:50,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.710 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.631 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.51, EMA55=1.46;❌ روند EMA 4h: EMA21=1.45, EMA55=1.45, EMA200=1.65;✅ RSI 30m: RSI=80.93 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0042 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.58, EMA21=1.53, آستانه=0.003;❌ ADX: ADX=24.51 [حد > 25];✅ CCI: CCI=164.37;✅ SAR: SAR=1.5726, قیمت=1.5768;✅ Stochastic: K=84.76, D=28.25;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
XLM-USDT,LONG,MEDIUM,0.17950000,0.17766160,0.18317680,2026-02-15 10:11:10,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.17, EMA55=0.17;❌ روند EMA 4h: EMA21=0.17, EMA55=0.17, EMA200=0.18;✅ RSI 30m: RSI=73.27 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.18, EMA21=0.18, آستانه=0.003;❌ ADX: ADX=18.18 [حد > 25];✅ CCI: CCI=158.71;✅ SAR: SAR=0.1789, قیمت=0.1795;✅ Stochastic: K=85.14, D=28.38;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
BNB-USDT,LONG,MEDIUM,639.32600000,635.57216120,646.83367760,2026-02-15 11:02:55,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.820 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.820 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=632.04, EMA55=624.87;❌ روند EMA 4h: EMA21=623.96, EMA55=643.38, EMA200=749.64;✅ RSI 30m: RSI=67.03 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.5188 | سطح=MEDIUM;✅ شکست ورود: قیمت=639.33, EMA21=634.47, آستانه=0.003;✅ ADX: ADX=58.14 [حد > 25];✅ CCI: CCI=136.63;✅ SAR: SAR=635.8547, قیمت=639.3260;✅ Stochastic: K=97.60, D=32.53;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
