symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
ATOM-USDT,SHORT,ریسک میانی,1.91100000,1.92299880,1.88700240,2025-12-18 06:45:18,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=1.941272,30m:EMA55=1.972987,1h:EMA21=1.959446,1h:EMA55=2.004426,4h:EMA21=2.031059,4h:EMA55=2.119421 | TF_RSI=5m:RSI=38.84,15m:RSI=35.58,30m:RSI=34.14,1h:RSI=31.53,4h:RSI=23.07 | TF_MACD=5m:MACD=-0.00259,5m:HIST=-0.000198,15m:MACD=-0.010241,15m:HIST=-2.1e-05,30m:MACD=-0.018831,30m:HIST=-0.001177,1h:MACD=-0.026427,1h:HIST=-0.004551,4h:MACD=-0.053154,4h:HIST=-0.007941 | BS15=0.633 | RulesPassed=EMA21 30m;کندل قوی 15m;ورود + حجم;RSI;MACD;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m|قدرت کندل 15m = 0.63 (حد > 0.45)|شکست سطح + حجم ≥1.15x|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 5/5 همسو + 2 شدت قوی|بدون واگرایی در 1h و 4h"
ARB-USDT,SHORT,ریسک میانی,0.18370000,0.18508840,0.18092320,2025-12-18 06:45:18,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.185907,30m:EMA55=0.190608,1h:EMA21=0.188834,1h:EMA55=0.194399,4h:EMA21=0.197077,4h:EMA55=0.203694 | TF_RSI=5m:RSI=49.16,15m:RSI=43.78,30m:RSI=37.26,1h:RSI=32.72,4h:RSI=27.55 | TF_MACD=5m:MACD=0.000105,5m:HIST=2.3e-05,15m:MACD=-0.000721,15m:HIST=0.000269,30m:MACD=-0.002462,30m:HIST=0.000315,1h:MACD=-0.003813,1h:HIST=-0.000438,4h:MACD=-0.00533,4h:HIST=-0.001394 | BS15=1.0 | RulesPassed=روند 4h;EMA21 30m;کندل قوی 15m;RSI;MACD;عدم واگرایی | Reasons=روند 4h: بالای/زیر EMA21، EMA55، EMA200 + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m|قدرت کندل 15m = 1.00 (حد > 0.45)|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 2/5 همسو + 1 شدت قوی|بدون واگرایی در 1h و 4h"
FIL-USDT,SHORT,ریسک میانی,1.21560000,1.22386200,1.19907600,2025-12-18 06:45:18,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=1.23063,30m:EMA55=1.251947,1h:EMA21=1.244063,1h:EMA55=1.266914,4h:EMA21=1.280382,4h:EMA55=1.346782 | TF_RSI=5m:RSI=38.22,15m:RSI=40.23,30m:RSI=38.58,1h:RSI=34.33,4h:RSI=30.59 | TF_MACD=5m:MACD=-0.000868,5m:HIST=-0.000535,15m:MACD=-0.003296,15m:HIST=0.000433,30m:MACD=-0.011566,30m:HIST=0.001643,1h:MACD=-0.017553,1h:HIST=-0.002625,4h:MACD=-0.029049,4h:HIST=-0.002665 | BS15=1.0 | RulesPassed=EMA21 30m;کندل قوی 15m;ورود + حجم;RSI;MACD;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m|قدرت کندل 15m = 1.00 (حد > 0.45)|شکست سطح + حجم ≥1.15x|RSI: 5/5 همسو + 0 خیلی قوی|MACD: 3/5 همسو + 2 شدت قوی|بدون واگرایی در 1h و 4h"
OP-USDT,SHORT,ریسک میانی,0.27230000,0.27402680,0.26884640,2025-12-18 06:45:18,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.275309,30m:EMA55=0.281661,1h:EMA21=0.279213,1h:EMA55=0.286917,4h:EMA21=0.290738,4h:EMA55=0.301754 | TF_RSI=5m:RSI=49.12,15m:RSI=44.18,30m:RSI=39.54,1h:RSI=35.41,4h:RSI=28.11 | TF_MACD=5m:MACD=0.000184,5m:HIST=2.3e-05,15m:MACD=-0.001097,15m:HIST=0.000429,30m:MACD=-0.003337,30m:HIST=0.000446,1h:MACD=-0.005138,1h:HIST=-0.000578,4h:MACD=-0.007929,4h:HIST=-0.001692 | BS15=0.75 | RulesPassed=EMA21 30m;کندل قوی 15m;ورود + حجم;RSI;MACD;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m|قدرت کندل 15m = 0.75 (حد > 0.45)|نزدیکی سطح + حجم ≥1.15x|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 2/5 همسو + 1 شدت قوی|بدون واگرایی در 1h و 4h"
XLM-USDT,SHORT,ریسک بالا,0.21160000,0.21289840,0.20900320,2025-12-18 07:36:01,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.212308,30m:EMA55=0.214567,1h:EMA21=0.213505,1h:EMA55=0.217627,4h:EMA21=0.220003,4h:EMA55=0.229672 | TF_RSI=5m:RSI=46.54,15m:RSI=48.14,30m:RSI=46.22,1h:RSI=42.14,4h:RSI=26.92 | TF_MACD=5m:MACD=-0.000287,5m:HIST=-0.000106,15m:MACD=-2.8e-05,15m:HIST=-6.3e-05,30m:MACD=-0.000736,30m:HIST=0.000255,1h:MACD=-0.001895,1h:HIST=9.7e-05,4h:MACD=-0.005888,4h:HIST=-0.000356 | BS15=0.75 | RulesPassed=روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 1h: EMA همسو + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.75 (حد > 0.45)|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 3/5 همسو + 1 شدت قوی"
TRX-USDT,SHORT,ریسک بالا,0.27860000,0.27898280,0.27783440,2025-12-18 07:36:01,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.279224,30m:EMA55=0.279496,1h:EMA21=0.279371,1h:EMA55=0.279358,4h:EMA21=0.279043,4h:EMA55=0.279159 | TF_RSI=5m:RSI=27.1,15m:RSI=36.46,30m:RSI=37.05,1h:RSI=39.85,4h:RSI=48.34 | TF_MACD=5m:MACD=-0.000148,5m:HIST=-4.1e-05,15m:MACD=-0.000154,15m:HIST=-5.4e-05,30m:MACD=-0.000221,30m:HIST=-5.6e-05,1h:MACD=-0.000254,1h:HIST=-9.5e-05,4h:MACD=0.000336,4h:HIST=-0.000163 | BS15=1.0 | RulesPassed=روند 4h;روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 4h: بالای/زیر EMA21، EMA55، EMA200 + ساختار LH/LL در 3 کندل|روند 1h: EMA همسو + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 1.00 (حد > 0.45)|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 4/5 همسو + 2 شدت قوی"
XLM-USDT,SHORT,ریسک بالا,0.21050000,0.21169040,0.20811920,2025-12-18 08:21:56,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.212086,30m:EMA55=0.214398,1h:EMA21=0.213405,1h:EMA55=0.217588,4h:EMA21=0.219903,4h:EMA55=0.229632 | TF_RSI=5m:RSI=35.78,15m:RSI=41.57,30m:RSI=42.6,1h:RSI=39.09,4h:RSI=24.61 | TF_MACD=5m:MACD=-0.000362,5m:HIST=-4.1e-05,15m:MACD=-0.000246,15m:HIST=-0.000165,30m:MACD=-0.000836,30m:HIST=0.000133,1h:MACD=-0.001982,1h:HIST=2.6e-05,4h:MACD=-0.005976,4h:HIST=-0.000427 | BS15=0.714 | RulesPassed=روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 1h: EMA همسو + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.71 (حد > 0.45)|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 3/5 همسو + 1 شدت قوی"
TRX-USDT,SHORT,ریسک بالا,0.27770000,0.27811640,0.27686720,2025-12-18 08:21:55,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.279052,30m:EMA55=0.279418,1h:EMA21=0.279289,1h:EMA55=0.279326,4h:EMA21=0.278961,4h:EMA55=0.279127 | TF_RSI=5m:RSI=20.08,15m:RSI=26.13,30m:RSI=28.02,1h:RSI=33.15,4h:RSI=44.63 | TF_MACD=5m:MACD=-0.00033,5m:HIST=-0.0001,15m:MACD=-0.000316,15m:HIST=-0.000139,30m:MACD=-0.000339,30m:HIST=-0.000133,1h:MACD=-0.000326,1h:HIST=-0.000152,4h:MACD=0.000264,4h:HIST=-0.000221 | BS15=0.5 | RulesPassed=روند 4h;روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD;حجم + کندل 15m | Reasons=روند 4h: بالای/زیر EMA21، EMA55، EMA200 + ساختار LH/LL در 3 کندل|روند 1h: EMA همسو + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.50 (حد > 0.45)|RSI: 5/5 همسو + 3 خیلی قوی|MACD: 4/5 همسو + 1 شدت قوی|حجم اسپایک (≥1.15x) + قدرت کندل 15m = 0.50"
OP-USDT,SHORT,ریسک میانی,0.26790000,0.26944680,0.26480640,2025-12-18 08:46:07,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.273392,30m:EMA55=0.279979,1h:EMA21=0.277315,1h:EMA55=0.285606,4h:EMA21=0.288488,4h:EMA55=0.300472 | TF_RSI=5m:RSI=31.92,15m:RSI=31.76,30m:RSI=32.89,1h:RSI=31.26,4h:RSI=25.84 | TF_MACD=5m:MACD=-0.000563,5m:HIST=-0.000224,15m:MACD=-0.001357,15m:HIST=-8.7e-05,30m:MACD=-0.003319,30m:HIST=0.000214,1h:MACD=-0.005429,1h:HIST=-0.000557,4h:MACD=-0.00885,4h:HIST=-0.002064 | BS15=0.857 | RulesPassed=روند 4h;EMA21 30m;کندل قوی 15m;ورود + حجم;RSI;MACD;عدم واگرایی | Reasons=روند 4h: بالای/زیر EMA21، EMA55، EMA200 + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m|قدرت کندل 15m = 0.86 (حد > 0.45)|شکست سطح + حجم ≥1.15x|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 4/5 همسو + 1 شدت قوی|بدون واگرایی در 1h و 4h"
TRX-USDT,SHORT,ریسک بالا,0.27740000,0.27779960,0.27660080,2025-12-18 08:46:07,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.278885,30m:EMA55=0.279339,1h:EMA21=0.279101,1h:EMA55=0.27925,4h:EMA21=0.278934,4h:EMA55=0.279117 | TF_RSI=5m:RSI=16.53,15m:RSI=23.51,30m:RSI=25.8,1h:RSI=31.35,4h:RSI=43.52 | TF_MACD=5m:MACD=-0.00042,5m:HIST=-7e-05,15m:MACD=-0.000449,15m:HIST=-0.00018,30m:MACD=-0.000438,30m:HIST=-0.000183,1h:MACD=-0.000445,1h:HIST=-0.000214,4h:MACD=0.00024,4h:HIST=-0.00024 | BS15=0.5 | RulesPassed=روند 4h;روند 1h;EMA21 30m;کندل قوی 15m;ورود + حجم;RSI;MACD;عدم واگرایی;حجم + کندل 15m | Reasons=روند 4h: بالای/زیر EMA21، EMA55، EMA200 + ساختار LH/LL در 3 کندل|روند 1h: EMA همسو + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.50 (حد > 0.45)|نزدیکی سطح + حجم ≥1.15x|RSI: 5/5 همسو + 3 خیلی قوی|MACD: 4/5 همسو + 2 شدت قوی|بدون واگرایی در 1h و 4h|حجم اسپایک (≥1.15x) + قدرت کندل 15m = 0.50"
