symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
XRP-USDT,SHORT,HIGH,1.85415000,1.86408240,1.83428520,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=1.86, EMA55=1.88, RSI30m=39.97, MACD_hist=0.0000"
ADA-USDT,SHORT,HIGH,0.35730000,0.35973480,0.35243040,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=0.36, EMA55=0.36, RSI30m=39.95, MACD_hist=0.0000"
DOGE-USDT,SHORT,HIGH,0.12751000,0.12829120,0.12594760,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=0.13, EMA55=0.13, RSI30m=36.27, MACD_hist=0.0000"
DOT-USDT,SHORT,HIGH,1.72880000,1.74092480,1.70455040,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=1.74, EMA55=1.76, RSI30m=36.03, MACD_hist=0.0000"
POL-USDT,SHORT,HIGH,0.10520000,0.10583360,0.10393280,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=0.11, EMA55=0.11, RSI30m=39.80, MACD_hist=0.0000"
LTC-USDT,SHORT,HIGH,75.99000000,76.40677680,75.15644640,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=76.42, EMA55=76.74, RSI30m=37.94, MACD_hist=0.0000"
AVAX-USDT,SHORT,HIGH,12.00500000,12.08365520,11.84768960,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=12.06, EMA55=12.13, RSI30m=41.04, MACD_hist=0.0000"
ATOM-USDT,SHORT,HIGH,1.93150000,1.94402920,1.90644160,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=1.95, EMA55=1.96, RSI30m=36.12, MACD_hist=0.0000"
XLM-USDT,SHORT,HIGH,0.21420000,0.21539520,0.21180960,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=0.22, EMA55=0.22, RSI30m=38.43, MACD_hist=0.0000"
NEAR-USDT,SHORT,HIGH,1.45280000,1.46587280,1.42665440,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=1.47, EMA55=1.48, RSI30m=36.18, MACD_hist=0.0000"
APT-USDT,SHORT,HIGH,1.58430000,1.59843240,1.55603520,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=1.59, EMA55=1.60, RSI30m=44.36, MACD_hist=0.0000"
ARB-USDT,SHORT,HIGH,0.18620000,0.18775400,0.18309200,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=0.19, EMA55=0.19, RSI30m=45.41, MACD_hist=0.0000"
OP-USDT,SHORT,HIGH,0.26310000,0.26492160,0.25945680,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=0.27, EMA55=0.27, RSI30m=33.50, MACD_hist=0.0000"
SUI-USDT,SHORT,HIGH,1.40750000,1.41815480,1.38619040,2025-12-24 11:06:21,OPEN,,,,,10.00,,"EMA21=1.42, EMA55=1.43, RSI30m=40.28, MACD_hist=0.0000"
SOL-USDT,SHORT,HIGH,121.75000000,122.56549840,120.11900320,2025-12-24 11:11:52,OPEN,,,,,10.00,,"EMA21=122.45, EMA55=123.51, RSI30m=38.11, MACD_hist=0.0000"
ADA-USDT,SHORT,HIGH,0.35780000,0.36028640,0.35282720,2025-12-24 11:11:52,OPEN,,,,,10.00,,"EMA21=0.36, EMA55=0.36, RSI30m=42.00, MACD_hist=0.0000"
DOGE-USDT,SHORT,HIGH,0.12753000,0.12832440,0.12594120,2025-12-24 11:11:52,OPEN,,,,,10.00,,"EMA21=0.13, EMA55=0.13, RSI30m=36.58, MACD_hist=0.0000"
DOT-USDT,SHORT,HIGH,1.73200000,1.74444160,1.70711680,2025-12-24 11:11:52,OPEN,,,,,10.00,,"EMA21=1.74, EMA55=1.76, RSI30m=38.93, MACD_hist=0.0000"
