symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
BNB-USDT,LONG,LOW,665.30000000,649.97570000,695.94860000,2026-05-13 00:30:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=660.21, EMA50=658.56;✅ روند EMA 4h: EMA21=656.95, EMA50=648.45;✅ RSI 30m: RSI=64.69;✅ MACD 30m: MACD_hist=1.3524;❌ ورود هوشمند پولبک: قیمت=665.3000 EMA=660.1238 RSI=64.7 BS15=1.000;✅ ADX: ADX=47.01 [>25], DI+=441.49, DI-=159.15;✅ CCI عبور از ۰: CCI=107.10;✅ SAR: SAR=663.7198, قیمت=665.3000;❌ Stochastic کراس: K=98.67 D=32.89;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0004 [>0.007]"
NEAR-USDT,LONG,LOW,1.63520000,1.52466480,1.85627040,2026-05-13 00:30:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.682 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.682 [≥ 0.48];✅ روند EMA 1h: EMA21=1.57, EMA50=1.56;✅ روند EMA 4h: EMA21=1.56, EMA50=1.51;✅ RSI 30m: RSI=67.84;✅ MACD 30m: MACD_hist=0.0078;❌ ورود هوشمند پولبک: قیمت=1.6352 EMA=1.5831 RSI=67.8 BS15=0.682;✅ ADX: ADX=57.95 [>25], DI+=497.06, DI-=132.31;✅ CCI عبور از ۰: CCI=148.20;✅ SAR: SAR=1.6099, قیمت=1.6352;❌ Stochastic کراس: K=93.63 D=31.21;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0109 [>0.007]"
XAUT-USDT,SHORT,MEDIUM,4694.00000000,4715.37400000,4651.25200000,2026-05-13 09:11:48,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.815 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=4697.79, EMA50=4699.12;❌ روند EMA 4h: EMA21=4699.27, EMA50=4683.19;✅ RSI 30m: RSI=46.46;✅ MACD 30m: MACD_hist=-1.4223;❌ ورود هوشمند پولبک: قیمت=4694.0000 EMA=4698.0284 RSI=46.5 BS15=0.815;✅ ADX: ADX=78.80 [>25], DI+=69.56, DI-=586.78;✅ CCI عبور از ۰: CCI=-88.89;✅ SAR: SAR=4695.0226, قیمت=4694.0000;❌ Stochastic کراس: K=24.73 D=8.24;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0001 [>0.007]"
DOGE-USDT,LONG,LOW,0.11192000,0.11054808,0.11466384,2026-05-13 09:11:49,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.596 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.750 [≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA50=0.11;✅ روند EMA 4h: EMA21=0.11, EMA50=0.11;✅ RSI 30m: RSI=66.04;✅ MACD 30m: MACD_hist=0.0001;❌ ورود هوشمند پولبک: قیمت=0.1119 EMA=0.1110 RSI=66.0 BS15=0.596;✅ ADX: ADX=49.34 [>25], DI+=621.28, DI-=210.73;✅ CCI عبور از ۰: CCI=100.61;✅ SAR: SAR=0.1118, قیمت=0.1119;❌ Stochastic کراس: K=69.15 D=23.05;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0052 [>0.007]"
DOT-USDT,LONG,MEDIUM,1.39320000,1.33780680,1.50398640,2026-05-13 09:11:49,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.924 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.600 [≥ 0.48];✅ روند EMA 1h: EMA21=1.36, EMA50=1.35;✅ روند EMA 4h: EMA21=1.35, EMA50=1.33;✅ RSI 30m: RSI=70.28;✅ MACD 30m: MACD_hist=0.0048;❌ ورود هوشمند پولبک: قیمت=1.3932 EMA=1.3670 RSI=70.3 BS15=0.924;❌ ADX: ADX=25.55 [>25], DI+=281.79, DI-=475.21;✅ CCI عبور از ۰: CCI=104.84;✅ SAR: SAR=1.3912, قیمت=1.3932;❌ Stochastic کراس: K=77.69 D=25.90;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0091 [>0.007]"
LTC-USDT,LONG,MEDIUM,58.19000000,57.87181000,58.82638000,2026-05-13 09:11:50,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.692 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.48];❌ روند EMA 1h: EMA21=58.08, EMA50=58.19;✅ روند EMA 4h: EMA21=58.23, EMA50=57.68;✅ RSI 30m: RSI=52.73;✅ MACD 30m: MACD_hist=0.0102;❌ ورود هوشمند پولبک: قیمت=58.1900 EMA=58.1483 RSI=52.7 BS15=0.692;✅ ADX: ADX=39.04 [>25], DI+=525.32, DI-=230.31;✅ CCI عبور از ۰: CCI=26.24;❌ SAR: SAR=58.2288, قیمت=58.1900;✅ Stochastic کراس: K=53.92 D=17.97;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0011 [>0.007]"
ATOM-USDT,LONG,MEDIUM,2.18540000,2.12131460,2.31357080,2026-05-13 09:11:50,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.671 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.621 [≥ 0.48];✅ روند EMA 1h: EMA21=2.11, EMA50=2.06;✅ روند EMA 4h: EMA21=2.04, EMA50=1.99;✅ RSI 30m: RSI=60.95;✅ MACD 30m: MACD_hist=0.0034;❌ ورود هوشمند پولبک: قیمت=2.1854 EMA=2.1433 RSI=61.0 BS15=0.671;❌ ADX: ADX=56.77 [>25], DI+=147.18, DI-=533.68;✅ CCI عبور از ۰: CCI=146.20;❌ SAR: SAR=2.1897, قیمت=2.1854;❌ Stochastic کراس: K=64.10 D=21.37;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0188 [>0.007]"
SOL-USDT,SHORT,MEDIUM,95.09000000,96.09509000,93.07982000,2026-05-13 12:04:04,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.571 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.571 [≥ 0.48];✅ روند EMA 1h: EMA21=95.13, EMA50=95.17;❌ روند EMA 4h: EMA21=94.72, EMA50=92.34;✅ RSI 30m: RSI=49.62;✅ MACD 30m: MACD_hist=-0.0195;❌ ورود هوشمند پولبک: قیمت=95.0900 EMA=95.1176 RSI=49.6 BS15=0.571;✅ ADX: ADX=52.47 [>25], DI+=148.90, DI-=477.62;✅ CCI عبور از ۰: CCI=-4.43;✅ SAR: SAR=95.0986, قیمت=95.0900;❌ Stochastic کراس: K=18.75 D=6.25;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0006 [>0.007]"
ATOM-USDT,LONG,MEDIUM,2.13260000,2.11096740,2.17586520,2026-05-13 12:04:04,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=2.11, EMA50=2.07;✅ روند EMA 4h: EMA21=2.05, EMA50=1.99;✅ RSI 30m: RSI=50.40;❌ MACD 30m: MACD_hist=-0.0071;❌ ورود هوشمند پولبک: قیمت=2.1326 EMA=2.1369 RSI=50.4 BS15=1.000;❌ ADX: ADX=55.88 [>25], DI+=145.73, DI-=514.92;❌ CCI عبور از ۰: CCI=-37.39;✅ SAR: SAR=2.1282, قیمت=2.1326;❌ Stochastic کراس: K=16.26 D=5.42;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0137 [>0.007]"
DOGE-USDT,LONG,MEDIUM,0.11311000,0.11128689,0.11675622,2026-05-13 14:56:15,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.216 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.615 [≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA50=0.11;✅ روند EMA 4h: EMA21=0.11, EMA50=0.11;✅ RSI 30m: RSI=62.08;✅ MACD 30m: MACD_hist=0.0001;❌ ورود هوشمند پولبک: قیمت=0.1131 EMA=0.1123 RSI=62.1 BS15=0.216;❌ ADX: ADX=67.63 [>25], DI+=126.33, DI-=654.33;✅ CCI عبور از ۰: CCI=118.83;❌ SAR: SAR=0.1136, قیمت=0.1131;✅ Stochastic کراس: K=53.44 D=17.81;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0088 [>0.007]"
