symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
XLM-USDT,SHORT,LOW,0.15550000,0.15715550,0.15218900,2026-02-22 17:08:13,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.16, EMA50=0.16;✅ روند EMA 4h: EMA21=0.16, EMA50=0.16, EMA200=0.18;✅ RSI 30m: RSI=33.28 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.16, EMA21=0.16, آستانه=0.003;✅ ADX: ADX=26.44 [حد > 25];❌ CCI: CCI=-79.03;❌ SAR: SAR=0.1550, قیمت=0.1555;❌ Stochastic: K=25.00, D=8.33;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0112 [حد > 0.007]"
NEAR-USDT,SHORT,LOW,1.01990000,1.03491990,0.98986020,2026-02-22 17:08:17,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.042 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.263 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.04, EMA50=1.04;✅ روند EMA 4h: EMA21=1.04, EMA50=1.04, EMA200=1.19;✅ RSI 30m: RSI=30.11 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.02, EMA21=1.03, آستانه=0.003;✅ ADX: ADX=30.42 [حد > 25];✅ CCI: CCI=-160.96;❌ SAR: SAR=1.0155, قیمت=1.0199;❌ Stochastic: K=21.53, D=7.18;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0091 [حد > 0.007]"
APT-USDT,SHORT,LOW,0.82960000,0.86212960,0.74827600,2026-02-22 17:08:17,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.538 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.86, EMA50=0.87;✅ روند EMA 4h: EMA21=0.88, EMA50=0.91, EMA200=1.17;✅ RSI 30m: RSI=20.78 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0018 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.83, EMA21=0.85, آستانه=0.003;✅ ADX: ADX=47.03 [حد > 25];✅ CCI: CCI=-220.00;❌ SAR: SAR=0.8250, قیمت=0.8296;❌ Stochastic: K=12.91, D=4.30;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0158 [حد > 0.007]"
ARB-USDT,SHORT,LOW,0.09430000,0.09699430,0.08891140,2026-02-22 17:08:18,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.11, EMA200=0.13;✅ RSI 30m: RSI=29.63 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.09, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=45.45 [حد > 25];✅ CCI: CCI=-193.00;❌ SAR: SAR=0.0939, قیمت=0.0943;❌ Stochastic: K=13.33, D=4.44;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0120 [حد > 0.007]"
OP-USDT,SHORT,LOW,0.12260000,0.12572260,0.11635480,2026-02-22 17:08:18,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.13, EMA50=0.13;✅ روند EMA 4h: EMA21=0.14, EMA50=0.16, EMA200=0.21;✅ RSI 30m: RSI=32.11 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0002 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.12, EMA21=0.12, آستانه=0.003;✅ ADX: ADX=36.91 [حد > 25];✅ CCI: CCI=-150.74;❌ SAR: SAR=0.1211, قیمت=0.1226;❌ Stochastic: K=28.30, D=9.43;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;❌ Double Top/Bottom: بدون الگو;✅ فیلتر رنج: فاصله EMA=0.0152 [حد > 0.007]"
FIL-USDT,SHORT,LOW,0.93240000,0.95103240,0.89513520,2026-02-22 17:08:19,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.545 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.158 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.95, EMA50=0.95;✅ روند EMA 4h: EMA21=0.95, EMA50=0.95, EMA200=1.07;✅ RSI 30m: RSI=28.18 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0007 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.93, EMA21=0.94, آستانه=0.003;✅ ADX: ADX=34.90 [حد > 25];✅ CCI: CCI=-179.95;❌ SAR: SAR=0.9274, قیمت=0.9324;❌ Stochastic: K=19.92, D=6.64;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0099 [حد > 0.007]"
SOL-USDT,SHORT,MEDIUM,83.68000000,85.54368000,79.95264000,2026-02-22 17:48:34,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.615 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.615 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=84.93, EMA50=84.75;✅ روند EMA 4h: EMA21=84.50, EMA50=84.66, EMA200=97.76;✅ RSI 30m: RSI=24.17 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.1378 | سطح=MEDIUM;✅ شکست ورود: قیمت=83.68, EMA21=84.83, آستانه=0.003;✅ ADX: ADX=39.02 [حد > 25];✅ CCI: CCI=-253.59;✅ SAR: SAR=83.6986, قیمت=83.6800;❌ Stochastic: K=2.58, D=0.86;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0023 [حد > 0.007]"
ADA-USDT,SHORT,LOW,0.27210000,0.27777210,0.26075580,2026-02-22 17:48:34,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.727 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.727 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.28, EMA50=0.28;✅ روند EMA 4h: EMA21=0.28, EMA50=0.28, EMA200=0.30;✅ RSI 30m: RSI=23.28 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0002 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.27, EMA21=0.28, آستانه=0.003;✅ ADX: ADX=44.58 [حد > 25];✅ CCI: CCI=-187.87;❌ SAR: SAR=0.2721, قیمت=0.2721;❌ Stochastic: K=5.26, D=1.75;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0076 [حد > 0.007]"
DOGE-USDT,SHORT,LOW,0.09583000,0.09775583,0.09197834,2026-02-22 17:48:34,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.552 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.552 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.10, EMA200=0.11;✅ RSI 30m: RSI=21.93 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.10, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=41.05 [حد > 25];✅ CCI: CCI=-257.35;❌ SAR: SAR=0.0957, قیمت=0.0958;❌ Stochastic: K=8.96, D=2.99;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0084 [حد > 0.007]"
DOT-USDT,SHORT,LOW,1.31400000,1.34361400,1.25477200,2026-02-22 17:48:35,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.951 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.951 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.34, EMA50=1.34;✅ روند EMA 4h: EMA21=1.34, EMA50=1.34, EMA200=1.51;✅ RSI 30m: RSI=26.90 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0014 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.31, EMA21=1.33, آستانه=0.003;✅ ADX: ADX=48.92 [حد > 25];✅ CCI: CCI=-160.39;✅ SAR: SAR=1.3180, قیمت=1.3140;❌ Stochastic: K=0.31, D=0.10;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0069 [حد > 0.007]"
AVAX-USDT,SHORT,LOW,8.87400000,9.06987400,8.48225200,2026-02-22 17:48:35,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=9.03, EMA50=9.08;✅ روند EMA 4h: EMA21=9.08, EMA50=9.11, EMA200=10.12;✅ RSI 30m: RSI=22.26 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0065 | سطح=MEDIUM;✅ شکست ورود: قیمت=8.87, EMA21=8.99, آستانه=0.003;✅ ADX: ADX=44.27 [حد > 25];✅ CCI: CCI=-200.31;❌ SAR: SAR=8.8740, قیمت=8.8740;❌ Stochastic: K=0.00, D=0.00;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0079 [حد > 0.007]"
ATOM-USDT,SHORT,MEDIUM,2.25070000,2.31115070,2.12979860,2026-02-22 17:48:35,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.772 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.772 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.30, EMA50=2.32;❌ روند EMA 4h: EMA21=2.31, EMA50=2.26, EMA200=2.18;✅ RSI 30m: RSI=25.94 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0030 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.25, EMA21=2.29, آستانه=0.003;✅ ADX: ADX=45.73 [حد > 25];✅ CCI: CCI=-177.19;✅ SAR: SAR=2.2576, قیمت=2.2507;❌ Stochastic: K=7.79, D=2.60;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0088 [حد > 0.007]"
XLM-USDT,SHORT,LOW,0.15450000,0.15715450,0.14919100,2026-02-22 17:48:42,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.16, EMA50=0.16;✅ روند EMA 4h: EMA21=0.16, EMA50=0.16, EMA200=0.18;✅ RSI 30m: RSI=26.32 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.15, EMA21=0.16, آستانه=0.003;✅ ADX: ADX=35.42 [حد > 25];✅ CCI: CCI=-158.11;✅ SAR: SAR=0.1549, قیمت=0.1545;❌ Stochastic: K=0.00, D=0.00;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0117 [حد > 0.007]"
NEAR-USDT,SHORT,LOW,1.01190000,1.03491190,0.96587620,2026-02-22 17:48:42,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.067 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.067 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.03, EMA50=1.04;✅ روند EMA 4h: EMA21=1.04, EMA50=1.04, EMA200=1.19;✅ RSI 30m: RSI=23.85 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0007 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.01, EMA21=1.03, آستانه=0.003;✅ ADX: ADX=49.08 [حد > 25];✅ CCI: CCI=-214.09;✅ SAR: SAR=1.0153, قیمت=1.0119;❌ Stochastic: K=6.92, D=2.31;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0098 [حد > 0.007]"
APT-USDT,SHORT,LOW,0.82620000,0.86212620,0.73638450,2026-02-22 17:48:43,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.708 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.708 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.86, EMA50=0.87;✅ روند EMA 4h: EMA21=0.88, EMA50=0.91, EMA200=1.17;✅ RSI 30m: RSI=18.42 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0022 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.83, EMA21=0.85, آستانه=0.003;✅ ADX: ADX=59.95 [حد > 25];✅ CCI: CCI=-181.59;❌ SAR: SAR=0.8218, قیمت=0.8262;❌ Stochastic: K=11.36, D=3.79;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0171 [حد > 0.007]"
ARB-USDT,SHORT,LOW,0.09380000,0.09699380,0.08741240,2026-02-22 17:48:43,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.11, EMA200=0.13;✅ RSI 30m: RSI=25.79 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.09, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=53.42 [حد > 25];✅ CCI: CCI=-179.99;❌ SAR: SAR=0.0938, قیمت=0.0938;❌ Stochastic: K=3.12, D=1.04;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0128 [حد > 0.007]"
OP-USDT,SHORT,LOW,0.12230000,0.12572230,0.11374425,2026-02-22 17:48:43,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.800 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.800 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.13, EMA50=0.13;✅ روند EMA 4h: EMA21=0.14, EMA50=0.16, EMA200=0.21;✅ RSI 30m: RSI=29.79 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0002 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.12, EMA21=0.12, آستانه=0.003;✅ ADX: ADX=43.40 [حد > 25];✅ CCI: CCI=-126.50;❌ SAR: SAR=0.1220, قیمت=0.1223;❌ Stochastic: K=22.64, D=7.55;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0157 [حد > 0.007]"
SUI-USDT,SHORT,LOW,0.92170000,0.93992170,0.88525660,2026-02-22 17:48:50,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.686 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.686 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.94, EMA50=0.94;✅ روند EMA 4h: EMA21=0.94, EMA50=0.95, EMA200=1.13;✅ RSI 30m: RSI=26.98 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0008 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.92, EMA21=0.93, آستانه=0.003;✅ ADX: ADX=53.05 [حد > 25];✅ CCI: CCI=-185.39;❌ SAR: SAR=0.9206, قیمت=0.9217;❌ Stochastic: K=5.98, D=1.99;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0072 [حد > 0.007]"
FIL-USDT,SHORT,LOW,0.93070000,0.95103070,0.89003860,2026-02-22 17:48:50,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.95, EMA50=0.95;✅ روند EMA 4h: EMA21=0.95, EMA50=0.95, EMA200=1.07;✅ RSI 30m: RSI=26.66 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0007 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.93, EMA21=0.94, آستانه=0.003;✅ ADX: ADX=48.98 [حد > 25];✅ CCI: CCI=-153.97;❌ SAR: SAR=0.9285, قیمت=0.9307;❌ Stochastic: K=13.28, D=4.43;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0104 [حد > 0.007]"
XAUT-USDT,LONG,LOW,5120.70000000,5085.47930000,5208.75175000,2026-02-22 18:20:06,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.995 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.995 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=5100.61, EMA50=5081.06;✅ روند EMA 4h: EMA21=5057.83, EMA50=5016.21, EMA200=4907.87;✅ RSI 30m: RSI=74.58 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=2.4409 | سطح=MEDIUM;✅ شکست ورود: قیمت=5120.70, EMA21=5102.44, آستانه=0.003;✅ ADX: ADX=82.64 [حد > 25];✅ CCI: CCI=385.42;✅ SAR: SAR=5104.2610, قیمت=5120.7000;✅ Stochastic: K=87.78, D=29.26;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0008 [حد > 0.007]"
SOL-USDT,SHORT,MEDIUM,83.50000000,85.54350000,79.41300000,2026-02-22 18:20:07,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.629 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=84.91, EMA50=84.74;✅ روند EMA 4h: EMA21=84.48, EMA50=84.65, EMA200=97.76;✅ RSI 30m: RSI=22.38 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.1575 | سطح=MEDIUM;✅ شکست ورود: قیمت=83.50, EMA21=84.72, آستانه=0.003;✅ ADX: ADX=29.01 [حد > 25];✅ CCI: CCI=-206.49;✅ SAR: SAR=83.6390, قیمت=83.5000;❌ Stochastic: K=4.85, D=1.62;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0029 [حد > 0.007]"
ADA-USDT,SHORT,LOW,0.27140000,0.27777140,0.25865720,2026-02-22 18:20:07,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.28, EMA50=0.28;✅ روند EMA 4h: EMA21=0.28, EMA50=0.28, EMA200=0.30;✅ RSI 30m: RSI=21.21 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.27, EMA21=0.28, آستانه=0.003;✅ ADX: ADX=32.35 [حد > 25];✅ CCI: CCI=-172.03;✅ SAR: SAR=0.2718, قیمت=0.2714;❌ Stochastic: K=3.17, D=1.06;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0081 [حد > 0.007]"
DOGE-USDT,SHORT,LOW,0.09538000,0.09775538,0.09062924,2026-02-22 18:20:07,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.552 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.10, EMA200=0.11;✅ RSI 30m: RSI=18.72 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.10, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=27.93 [حد > 25];✅ CCI: CCI=-233.63;✅ SAR: SAR=0.0957, قیمت=0.0954;❌ Stochastic: K=8.80, D=2.93;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0090 [حد > 0.007]"
DOT-USDT,SHORT,LOW,1.31290000,1.34361290,1.23611775,2026-02-22 18:20:08,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.514 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.34, EMA50=1.34;✅ روند EMA 4h: EMA21=1.34, EMA50=1.34, EMA200=1.51;✅ RSI 30m: RSI=26.30 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0016 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.31, EMA21=1.33, آستانه=0.003;✅ ADX: ADX=39.06 [حد > 25];✅ CCI: CCI=-153.14;✅ SAR: SAR=1.3130, قیمت=1.3129;❌ Stochastic: K=4.44, D=1.48;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0075 [حد > 0.007]"
LTC-USDT,SHORT,LOW,53.14000000,54.93314000,49.55372000,2026-02-22 18:20:08,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.900 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.900 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=54.46, EMA50=54.53;✅ روند EMA 4h: EMA21=54.39, EMA50=54.39, EMA200=59.92;✅ RSI 30m: RSI=17.95 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.1468 | سطح=MEDIUM;✅ شکست ورود: قیمت=53.14, EMA21=54.22, آستانه=0.003;✅ ADX: ADX=52.89 [حد > 25];✅ CCI: CCI=-209.06;✅ SAR: SAR=53.1792, قیمت=53.1400;❌ Stochastic: K=0.00, D=0.00;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0061 [حد > 0.007]"
AVAX-USDT,SHORT,LOW,8.84900000,9.06984900,8.40730200,2026-02-22 18:20:13,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.457 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=9.03, EMA50=9.08;✅ روند EMA 4h: EMA21=9.08, EMA50=9.11, EMA200=10.12;✅ RSI 30m: RSI=20.16 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0089 | سطح=MEDIUM;✅ شکست ورود: قیمت=8.85, EMA21=8.97, آستانه=0.003;✅ ADX: ADX=34.03 [حد > 25];✅ CCI: CCI=-198.13;✅ SAR: SAR=8.8634, قیمت=8.8490;❌ Stochastic: K=7.42, D=2.47;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0085 [حد > 0.007]"
NEAR-USDT,SHORT,LOW,1.00870000,1.03490870,0.95628260,2026-02-22 18:20:13,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.429 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.333 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.03, EMA50=1.04;✅ روند EMA 4h: EMA21=1.04, EMA50=1.04, EMA200=1.19;✅ RSI 30m: RSI=21.85 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0011 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.01, EMA21=1.03, آستانه=0.003;✅ ADX: ADX=40.73 [حد > 25];✅ CCI: CCI=-204.81;✅ SAR: SAR=1.0100, قیمت=1.0087;❌ Stochastic: K=4.55, D=1.52;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0104 [حد > 0.007]"
