symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
APT-USDT,SHORT,LOW,0.85660000,0.86188360,0.84603280,2026-02-22 11:51:32,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.964 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.87, EMA55=0.88;✅ روند EMA 4h: EMA21=0.88, EMA55=0.92, EMA200=1.17;✅ RSI 30m: RSI=26.82 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.86, EMA21=0.87, آستانه=0.003;✅ ADX: ADX=47.73 [حد > 25];❌ CCI: CCI=-65.16;✅ SAR: SAR=0.8583, قیمت=0.8566;❌ Stochastic: K=18.72, D=6.24;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
LTC-USDT,SHORT,MEDIUM,54.56000000,54.80669600,54.06660800,2026-02-22 12:23:46,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.714 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=54.79, EMA55=54.61;❌ روند EMA 4h: EMA21=54.50, EMA55=54.49, EMA200=59.97;✅ RSI 30m: RSI=43.39 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0357 | سطح=MEDIUM;❌ شکست ورود: قیمت=54.56, EMA21=54.68, آستانه=0.003;✅ ADX: ADX=25.32 [حد > 25];❌ CCI: CCI=-3.12;✅ SAR: SAR=54.6576, قیمت=54.5600;❌ Stochastic: K=50.00, D=16.67;✅ رد EMA: رد EMA تشخیص داده شد;✅ تست مقاومت: تست مقاومت تایید شد;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
NEAR-USDT,SHORT,LOW,1.02490000,1.03215520,1.01038960,2026-02-22 12:23:46,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.714 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.619 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.04, EMA55=1.04;✅ روند EMA 4h: EMA21=1.04, EMA55=1.04, EMA200=1.19;✅ RSI 30m: RSI=31.07 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.02, EMA21=1.04, آستانه=0.003;✅ ADX: ADX=26.03 [حد > 25];✅ CCI: CCI=-101.09;✅ SAR: SAR=1.0281, قیمت=1.0249;❌ Stochastic: K=3.94, D=1.31;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
XAUT-USDT,LONG,MEDIUM,5091.78000000,5087.69469480,5099.95061040,2026-02-22 13:21:35,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=5097.55, EMA55=5071.45;✅ روند EMA 4h: EMA21=5050.72, EMA55=5008.14, EMA200=4905.98;❌ RSI 30m: RSI=37.57 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-0.5652 | سطح=MEDIUM;❌ شکست ورود: قیمت=5091.78, EMA21=5098.42, آستانه=0.003;✅ ADX: ADX=44.03 [حد > 25];❌ CCI: CCI=-139.07;❌ SAR: SAR=5092.4660, قیمت=5091.7800;❌ Stochastic: K=13.36, D=4.45;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
APT-USDT,SHORT,LOW,0.85760000,0.86175760,0.84928480,2026-02-22 13:42:08,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.784 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.846 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.87, EMA50=0.88;✅ روند EMA 4h: EMA21=0.88, EMA50=0.91, EMA200=1.17;✅ RSI 30m: RSI=37.97 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0006 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.86, EMA21=0.86, آستانه=0.003;✅ ADX: ADX=47.85 [حد > 25];❌ CCI: CCI=-52.88;❌ SAR: SAR=0.8508, قیمت=0.8576;❌ Stochastic: K=66.46, D=22.15;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0118 [حد > 0.007]"
APT-USDT,SHORT,LOW,0.85650000,0.86175650,0.84598700,2026-02-22 13:47:12,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.538 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.538 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.87, EMA50=0.88;✅ روند EMA 4h: EMA21=0.88, EMA50=0.91, EMA200=1.17;✅ RSI 30m: RSI=36.01 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0005 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.86, EMA21=0.86, آستانه=0.003;✅ ADX: ADX=47.85 [حد > 25];❌ CCI: CCI=-54.83;❌ SAR: SAR=0.8508, قیمت=0.8565;❌ Stochastic: K=59.49, D=19.83;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0119 [حد > 0.007]"
OP-USDT,SHORT,LOW,0.12530000,0.12652530,0.12284940,2026-02-22 13:47:12,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.13, EMA50=0.13;✅ روند EMA 4h: EMA21=0.14, EMA50=0.16, EMA200=0.21;✅ RSI 30m: RSI=42.44 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.13, EMA21=0.13, آستانه=0.003;✅ ADX: ADX=33.33 [حد > 25];❌ CCI: CCI=-41.26;❌ SAR: SAR=0.1249, قیمت=0.1253;❌ Stochastic: K=60.71, D=20.24;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0125 [حد > 0.007]"
ETH-USDT,LONG,MEDIUM,1978.21000000,1968.56179000,1997.50642000,2026-02-22 14:19:51,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.663 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.663 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1975.74, EMA50=1972.07;❌ روند EMA 4h: EMA21=1972.05, EMA50=1988.03, EMA200=2298.77;✅ RSI 30m: RSI=54.53 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.5172 | سطح=MEDIUM;❌ شکست ورود: قیمت=1978.21, EMA21=1975.87, آستانه=0.003;✅ ADX: ADX=37.04 [حد > 25];✅ CCI: CCI=123.88;✅ SAR: SAR=1975.0810, قیمت=1978.2100;✅ Stochastic: K=80.82, D=26.94;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0003 [حد > 0.007]"
XLM-USDT,SHORT,LOW,0.15630000,0.15715630,0.15415925,2026-02-22 14:19:52,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.750 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.750 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.16, EMA50=0.16;✅ روند EMA 4h: EMA21=0.16, EMA50=0.16, EMA200=0.18;✅ RSI 30m: RSI=37.33 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.16, EMA21=0.16, آستانه=0.003;✅ ADX: ADX=44.93 [حد > 25];❌ CCI: CCI=-1.58;✅ SAR: SAR=0.1565, قیمت=0.1563;❌ Stochastic: K=68.18, D=22.73;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0118 [حد > 0.007]"
APT-USDT,SHORT,LOW,0.85770000,0.86175770,0.84958460,2026-02-22 14:19:52,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.600 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.600 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.87, EMA50=0.88;✅ روند EMA 4h: EMA21=0.88, EMA50=0.91, EMA200=1.17;✅ RSI 30m: RSI=38.22 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0009 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.86, EMA21=0.86, آستانه=0.003;✅ ADX: ADX=54.27 [حد > 25];❌ CCI: CCI=-27.01;❌ SAR: SAR=0.8540, قیمت=0.8577;❌ Stochastic: K=68.39, D=22.80;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0116 [حد > 0.007]"
BTC-USDT,LONG,MEDIUM,68186.00000000,67848.71400000,68860.57200000,2026-02-22 15:12:38,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.620 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.968 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=68081.43, EMA50=67947.59;❌ روند EMA 4h: EMA21=67864.18, EMA50=68120.98, EMA200=74696.43;✅ RSI 30m: RSI=55.73 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=30.6881 | سطح=MEDIUM;❌ شکست ورود: قیمت=68186.00, EMA21=68083.34, آستانه=0.003;❌ ADX: ADX=2.96 [حد > 25];✅ CCI: CCI=163.52;✅ SAR: SAR=68132.1640, قیمت=68186.0000;✅ Stochastic: K=83.44, D=27.81;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0001 [حد > 0.007]"
DOGE-USDT,SHORT,LOW,0.09733000,0.09775733,0.09647534,2026-02-22 15:12:38,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.538 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.273 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.10, EMA200=0.11;✅ RSI 30m: RSI=39.13 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;❌ شکست ورود: قیمت=0.10, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=30.84 [حد > 25];❌ CCI: CCI=43.83;✅ SAR: SAR=0.0974, قیمت=0.0973;❌ Stochastic: K=54.79, D=18.26;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0071 [حد > 0.007]"
APT-USDT,SHORT,LOW,0.85500000,0.86215500,0.84069000,2026-02-22 15:12:39,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.704 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.222 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.87, EMA50=0.88;✅ روند EMA 4h: EMA21=0.88, EMA50=0.91, EMA200=1.17;✅ RSI 30m: RSI=35.22 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0011 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.85, EMA21=0.86, آستانه=0.003;✅ ADX: ADX=41.38 [حد > 25];❌ CCI: CCI=-56.04;✅ SAR: SAR=0.8565, قیمت=0.8550;❌ Stochastic: K=55.63, D=18.54;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0115 [حد > 0.007]"
OP-USDT,SHORT,LOW,0.12430000,0.12652430,0.11985140,2026-02-22 15:12:39,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.667 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.13, EMA50=0.13;✅ روند EMA 4h: EMA21=0.14, EMA50=0.16, EMA200=0.21;✅ RSI 30m: RSI=35.46 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.12, EMA21=0.13, آستانه=0.003;✅ ADX: ADX=34.31 [حد > 25];✅ CCI: CCI=-214.58;✅ SAR: SAR=0.1246, قیمت=0.1243;❌ Stochastic: K=25.00, D=8.33;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0125 [حد > 0.007]"
XAUT-USDT,LONG,LOW,5101.52000000,5085.49848000,5133.56304000,2026-02-22 16:00:24,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.684 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.029 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=5098.15, EMA50=5078.47;✅ روند EMA 4h: EMA21=5056.09, EMA50=5015.46, EMA200=4907.68;✅ RSI 30m: RSI=54.51 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.7211 | سطح=MEDIUM;❌ شکست ورود: قیمت=5101.52, EMA21=5098.70, آستانه=0.003;✅ ADX: ADX=35.75 [حد > 25];✅ CCI: CCI=123.07;✅ SAR: SAR=5097.8386, قیمت=5101.5200;✅ Stochastic: K=93.98, D=31.33;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0005 [حد > 0.007]"
XRP-USDT,SHORT,LOW,1.41372000,1.42743372,1.38629256,2026-02-22 16:00:24,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.43, EMA50=1.43;✅ روند EMA 4h: EMA21=1.43, EMA50=1.44, EMA200=1.59;✅ RSI 30m: RSI=33.59 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.41, EMA21=1.42, آستانه=0.003;✅ ADX: ADX=39.16 [حد > 25];✅ CCI: CCI=-266.81;❌ SAR: SAR=1.4108, قیمت=1.4137;❌ Stochastic: K=19.34, D=6.45;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0033 [حد > 0.007]"
DOGE-USDT,SHORT,LOW,0.09681000,0.09775681,0.09491638,2026-02-22 16:00:25,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.143 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.200 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.10, EMA200=0.11;✅ RSI 30m: RSI=30.39 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.10, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=31.35 [حد > 25];✅ CCI: CCI=-219.05;✅ SAR: SAR=0.0973, قیمت=0.0968;❌ Stochastic: K=30.89, D=10.30;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0072 [حد > 0.007]"
NEAR-USDT,SHORT,LOW,1.02290000,1.03492290,0.99885420,2026-02-22 16:00:25,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.571 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.571 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.04, EMA50=1.04;✅ روند EMA 4h: EMA21=1.04, EMA50=1.04, EMA200=1.19;✅ RSI 30m: RSI=32.60 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0004 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.02, EMA21=1.03, آستانه=0.003;✅ ADX: ADX=31.70 [حد > 25];✅ CCI: CCI=-191.27;❌ SAR: SAR=1.0192, قیمت=1.0229;❌ Stochastic: K=22.09, D=7.36;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0085 [حد > 0.007]"
APT-USDT,SHORT,LOW,0.84320000,0.86214320,0.80531360,2026-02-22 16:00:26,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.87, EMA50=0.87;✅ روند EMA 4h: EMA21=0.88, EMA50=0.91, EMA200=1.17;✅ RSI 30m: RSI=25.23 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.84, EMA21=0.86, آستانه=0.003;✅ ADX: ADX=38.19 [حد > 25];✅ CCI: CCI=-242.69;❌ SAR: SAR=0.8410, قیمت=0.8432;❌ Stochastic: K=10.84, D=3.61;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0128 [حد > 0.007]"
ARB-USDT,SHORT,LOW,0.09490000,0.09699490,0.09071020,2026-02-22 16:00:26,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.11, EMA200=0.13;✅ RSI 30m: RSI=33.16 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.09, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=41.94 [حد > 25];✅ CCI: CCI=-215.95;❌ SAR: SAR=0.0944, قیمت=0.0949;❌ Stochastic: K=20.00, D=6.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0106 [حد > 0.007]"
OP-USDT,SHORT,LOW,0.12290000,0.12652290,0.11565420,2026-02-22 16:00:30,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.13, EMA50=0.13;✅ روند EMA 4h: EMA21=0.14, EMA50=0.16, EMA200=0.21;✅ RSI 30m: RSI=28.13 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.12, EMA21=0.13, آستانه=0.003;✅ ADX: ADX=29.58 [حد > 25];✅ CCI: CCI=-322.34;✅ SAR: SAR=0.1238, قیمت=0.1229;❌ Stochastic: K=10.26, D=3.42;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;❌ Double Top/Bottom: بدون الگو;✅ فیلتر رنج: فاصله EMA=0.0133 [حد > 0.007]"
FIL-USDT,SHORT,LOW,0.93230000,0.95383230,0.88923540,2026-02-22 16:00:30,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.392 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.95, EMA50=0.96;✅ روند EMA 4h: EMA21=0.95, EMA50=0.95, EMA200=1.07;✅ RSI 30m: RSI=24.70 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.93, EMA21=0.95, آستانه=0.003;✅ ADX: ADX=31.90 [حد > 25];✅ CCI: CCI=-280.24;✅ SAR: SAR=0.9438, قیمت=0.9323;❌ Stochastic: K=13.08, D=4.36;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;❌ Double Top/Bottom: بدون الگو;✅ فیلتر رنج: فاصله EMA=0.0085 [حد > 0.007]"
XAUT-USDT,LONG,LOW,5102.92000000,5085.49708000,5137.76584000,2026-02-22 17:08:10,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.518 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.295 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=5098.46, EMA50=5079.37;✅ روند EMA 4h: EMA21=5056.22, EMA50=5015.51, EMA200=4907.69;✅ RSI 30m: RSI=56.64 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.9130 | سطح=MEDIUM;❌ شکست ورود: قیمت=5102.92, EMA21=5099.33, آستانه=0.003;✅ ADX: ADX=25.25 [حد > 25];✅ CCI: CCI=159.64;✅ SAR: SAR=5100.1004, قیمت=5102.9200;✅ Stochastic: K=85.44, D=28.48;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0005 [حد > 0.007]"
BTC-USDT,SHORT,MEDIUM,67734.10000000,68312.73410000,66576.83180000,2026-02-22 17:08:11,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.589 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.519 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=68039.32, EMA50=67939.52;✅ روند EMA 4h: EMA21=67854.70, EMA50=68106.88, EMA200=74633.60;✅ RSI 30m: RSI=34.92 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-19.5334 | سطح=MEDIUM;✅ شکست ورود: قیمت=67734.10, EMA21=68028.33, آستانه=0.003;✅ ADX: ADX=38.42 [حد > 25];✅ CCI: CCI=-226.22;✅ SAR: SAR=67918.1760, قیمت=67734.1000;❌ Stochastic: K=15.87, D=5.29;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0003 [حد > 0.007]"
DOGE-USDT,SHORT,LOW,0.09666000,0.09775666,0.09446668,2026-02-22 17:08:11,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.185 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.667 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.10, EMA200=0.11;✅ RSI 30m: RSI=30.39 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.10, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=34.56 [حد > 25];✅ CCI: CCI=-154.21;❌ SAR: SAR=0.0964, قیمت=0.0967;❌ Stochastic: K=22.48, D=7.49;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0076 [حد > 0.007]"
POL-USDT,SHORT,MEDIUM,0.10680000,0.10860680,0.10318640,2026-02-22 17:08:12,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA50=0.11;❌ روند EMA 4h: EMA21=0.11, EMA50=0.11, EMA200=0.11;✅ RSI 30m: RSI=38.77 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.11, EMA21=0.11, آستانه=0.003;✅ ADX: ADX=35.48 [حد > 25];✅ CCI: CCI=-122.70;❌ SAR: SAR=0.1063, قیمت=0.1068;❌ Stochastic: K=22.73, D=7.58;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0071 [حد > 0.007]"
AVAX-USDT,SHORT,LOW,8.91100000,9.06991100,8.59317800,2026-02-22 17:08:13,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.222 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.333 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=9.05, EMA50=9.09;✅ روند EMA 4h: EMA21=9.08, EMA50=9.11, EMA200=10.12;✅ RSI 30m: RSI=26.88 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0033 | سطح=MEDIUM;✅ شکست ورود: قیمت=8.91, EMA21=9.00, آستانه=0.003;✅ ADX: ADX=35.90 [حد > 25];✅ CCI: CCI=-193.16;❌ SAR: SAR=8.8912, قیمت=8.9110;❌ Stochastic: K=11.76, D=3.92;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0074 [حد > 0.007]"
