symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
BNB-USDT,SHORT,MEDIUM,566.55200000,569.22955200,561.19689600,2026-07-18 10:23:53,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.503 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.541 [≥ 0.48];✅ روند EMA 1h: EMA21=567.34, EMA50=569.88;✅ روند EMA 4h: EMA21=571.62, EMA50=573.11;✅ RSI 30m: RSI=46.25;✅ MACD 30m: MACD_hist=-0.1190;❌ ورود هوشمند پولبک: قیمت=566.5520 EMA=567.1994 RSI=46.2 BS15=0.503;❌ ADX: ADX=69.01 [>25], DI+=572.27, DI-=104.95;✅ CCI عبور از ۰: CCI=-100.74;✅ SAR: SAR=567.3135, قیمت=566.5520;❌ Stochastic کراس: K=14.08 D=4.69;✅ رد EMA: رد EMA تشخیص داده شد;✅ تست مقاومت: تست مقاومت تایید شد;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0009 [>0.007]"
NEAR-USDT,SHORT,MEDIUM,1.91320000,1.93981320,1.85997360,2026-07-18 12:13:15,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.570 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=1.93, EMA50=1.96;✅ روند EMA 4h: EMA21=1.96, EMA50=1.96;✅ RSI 30m: RSI=41.37;✅ MACD 30m: MACD_hist=-0.0014;❌ ورود هوشمند پولبک: قیمت=1.9132 EMA=1.9219 RSI=41.4 BS15=0.570;❌ ADX: ADX=46.44 [>25], DI+=499.44, DI-=182.68;✅ CCI عبور از ۰: CCI=-81.94;❌ SAR: SAR=1.9056, قیمت=1.9132;❌ Stochastic کراس: K=19.90 D=6.63;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0062 [>0.007]"
DOGE-USDT,SHORT,MEDIUM,0.07227000,0.07253227,0.07174546,2026-07-18 14:57:38,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.07, EMA50=0.07;✅ روند EMA 4h: EMA21=0.07, EMA50=0.07;✅ RSI 30m: RSI=47.01;✅ MACD 30m: MACD_hist=-0.0000;❌ ورود هوشمند پولبک: قیمت=0.0723 EMA=0.0723 RSI=47.0 BS15=1.000;❌ ADX: ADX=75.15 [>25], DI+=641.20, DI-=90.97;✅ CCI عبور از ۰: CCI=-65.50;❌ SAR: SAR=0.0722, قیمت=0.0723;❌ Stochastic کراس: K=54.84 D=18.28;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0009 [>0.007]"
NEAR-USDT,SHORT,MEDIUM,1.90410000,1.92960410,1.85309180,2026-07-18 14:57:39,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.882 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=1.92, EMA50=1.95;✅ روند EMA 4h: EMA21=1.96, EMA50=1.96;✅ RSI 30m: RSI=41.11;✅ MACD 30m: MACD_hist=-0.0017;❌ ورود هوشمند پولبک: قیمت=1.9041 EMA=1.9140 RSI=41.1 BS15=0.882;❌ ADX: ADX=24.47 [>25], DI+=430.02, DI-=260.94;✅ CCI عبور از ۰: CCI=-102.09;❌ SAR: SAR=1.8942, قیمت=1.9041;❌ Stochastic کراس: K=27.35 D=9.12;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0073 [>0.007]"
AVAX-USDT,SHORT,MEDIUM,6.56000000,6.57656000,6.52688000,2026-07-18 18:13:46,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.909 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.667 [≥ 0.48];✅ روند EMA 1h: EMA21=6.57, EMA50=6.57;✅ روند EMA 4h: EMA21=6.58, EMA50=6.60;✅ RSI 30m: RSI=48.32;✅ MACD 30m: MACD_hist=-0.0010;❌ ورود هوشمند پولبک: قیمت=6.5600 EMA=6.5640 RSI=48.3 BS15=0.909;❌ ADX: ADX=0.85 [>25], DI+=274.79, DI-=279.53;✅ CCI عبور از ۰: CCI=-15.22;❌ SAR: SAR=6.5394, قیمت=6.5600;❌ Stochastic کراس: K=43.93 D=14.64;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0003 [>0.007]"
DOGE-USDT,SHORT,LOW,0.07217000,0.07255217,0.07140566,2026-07-18 19:15:03,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.07, EMA50=0.07;✅ روند EMA 4h: EMA21=0.07, EMA50=0.07;✅ RSI 30m: RSI=45.93;❌ MACD 30m: MACD_hist=0.0000;❌ ورود هوشمند پولبک: قیمت=0.0722 EMA=0.0723 RSI=45.9 BS15=1.000;✅ ADX: ADX=31.10 [>25], DI+=255.57, DI-=486.27;✅ CCI عبور از ۰: CCI=-55.94;✅ SAR: SAR=0.0722, قیمت=0.0722;❌ Stochastic کراس: K=43.64 D=14.55;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0011 [>0.007]"
NEAR-USDT,SHORT,LOW,1.91280000,1.93331280,1.87177440,2026-07-18 19:15:04,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.678 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.48];✅ روند EMA 1h: EMA21=1.92, EMA50=1.94;✅ روند EMA 4h: EMA21=1.96, EMA50=1.96;✅ RSI 30m: RSI=48.24;❌ MACD 30m: MACD_hist=0.0017;❌ ورود هوشمند پولبک: قیمت=1.9128 EMA=1.9134 RSI=48.2 BS15=0.678;✅ ADX: ADX=54.91 [>25], DI+=131.38, DI-=451.40;❌ CCI عبور از ۰: CCI=44.34;✅ SAR: SAR=1.9163, قیمت=1.9128;❌ Stochastic کراس: K=50.00 D=16.67;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0051 [>0.007]"
FIL-USDT,SHORT,LOW,0.74490000,0.75864490,0.71741020,2026-07-18 19:15:04,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.76, EMA50=0.76;✅ روند EMA 4h: EMA21=0.77, EMA50=0.77;✅ RSI 30m: RSI=32.09;✅ MACD 30m: MACD_hist=-0.0007;❌ ورود هوشمند پولبک: قیمت=0.7449 EMA=0.7516 RSI=32.1 BS15=1.000;✅ ADX: ADX=33.68 [>25], DI+=275.20, DI-=554.76;✅ CCI عبور از ۰: CCI=-100.95;❌ SAR: SAR=0.7439, قیمت=0.7449;❌ Stochastic کراس: K=34.67 D=11.56;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0084 [>0.007]"
DOGE-USDT,SHORT,LOW,0.07214000,0.07255214,0.07131572,2026-07-18 20:14:41,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.111 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.07, EMA50=0.07;✅ روند EMA 4h: EMA21=0.07, EMA50=0.07;✅ RSI 30m: RSI=45.11;✅ MACD 30m: MACD_hist=-0.0000;❌ ورود هوشمند پولبک: قیمت=0.0721 EMA=0.0722 RSI=45.1 BS15=0.111;✅ ADX: ADX=34.12 [>25], DI+=263.84, DI-=537.18;✅ CCI عبور از ۰: CCI=-66.32;❌ SAR: SAR=0.0721, قیمت=0.0721;❌ Stochastic کراس: K=33.33 D=11.11;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0012 [>0.007]"
FIL-USDT,SHORT,LOW,0.74540000,0.75864540,0.71890920,2026-07-18 20:14:41,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.667 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.76, EMA50=0.76;✅ روند EMA 4h: EMA21=0.77, EMA50=0.77;✅ RSI 30m: RSI=34.35;✅ MACD 30m: MACD_hist=-0.0003;❌ ورود هوشمند پولبک: قیمت=0.7454 EMA=0.7506 RSI=34.4 BS15=0.667;✅ ADX: ADX=54.55 [>25], DI+=195.08, DI-=663.28;✅ CCI عبور از ۰: CCI=-67.13;❌ SAR: SAR=0.7447, قیمت=0.7454;❌ Stochastic کراس: K=37.19 D=12.40;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0085 [>0.007]"
