symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
SUI-USDT,LONG,MEDIUM,1.07490000,1.06622510,1.09224980,2026-05-10 09:00:48,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.800 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.800 [≥ 0.48];✅ روند EMA 1h: EMA21=1.07, EMA50=1.05;✅ روند EMA 4h: EMA21=1.03, EMA50=0.99;✅ RSI 30m: RSI=50.44;❌ MACD 30m: MACD_hist=-0.0013;❌ ورود هوشمند پولبک: قیمت=1.0749 EMA=1.0763 RSI=50.4 BS15=0.800;❌ ADX: ADX=11.11 [>25], DI+=264.95, DI-=331.18;❌ CCI عبور از ۰: CCI=-30.03;✅ SAR: SAR=1.0737, قیمت=1.0749;✅ Stochastic کراس: K=20.71 D=6.90;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0099 [>0.007]"
AVAX-USDT,LONG,MEDIUM,9.93600000,9.88406400,10.03987200,2026-05-10 11:27:29,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.962 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.900 [≥ 0.48];✅ روند EMA 1h: EMA21=9.92, EMA50=9.85;✅ روند EMA 4h: EMA21=9.77, EMA50=9.57;✅ RSI 30m: RSI=50.98;✅ MACD 30m: MACD_hist=0.0040;❌ ورود هوشمند پولبک: قیمت=9.9360 EMA=9.9318 RSI=51.0 BS15=0.962;❌ ADX: ADX=23.85 [>25], DI+=424.72, DI-=261.12;✅ CCI عبور از ۰: CCI=78.61;❌ SAR: SAR=9.9434, قیمت=9.9360;✅ Stochastic کراس: K=51.90 D=17.30;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;❌ فیلتر رنج: فاصله EMA=0.0016 [>0.007]"
SUI-USDT,LONG,MEDIUM,1.12150000,1.07067850,1.22314300,2026-05-10 12:56:33,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.345 [≥ 0.48];✅ روند EMA 1h: EMA21=1.08, EMA50=1.06;✅ روند EMA 4h: EMA21=1.04, EMA50=1.00;✅ RSI 30m: RSI=70.28;✅ MACD 30m: MACD_hist=0.0043;❌ ورود هوشمند پولبک: قیمت=1.1215 EMA=1.0896 RSI=70.3 BS15=0.500;❌ ADX: ADX=17.02 [>25], DI+=242.67, DI-=342.22;✅ CCI عبور از ۰: CCI=200.23;✅ SAR: SAR=1.1183, قیمت=1.1215;❌ Stochastic کراس: K=74.85 D=24.95;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0136 [>0.007]"
SOL-USDT,LONG,MEDIUM,93.79000000,93.15621000,95.05758000,2026-05-10 14:13:25,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.333 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.48];✅ روند EMA 1h: EMA21=93.38, EMA50=92.40;✅ روند EMA 4h: EMA21=91.44, EMA50=88.97;✅ RSI 30m: RSI=54.90;✅ MACD 30m: MACD_hist=0.0545;❌ ورود هوشمند پولبک: قیمت=93.7900 EMA=93.6262 RSI=54.9 BS15=0.333;❌ ADX: ADX=5.00 [>25], DI+=327.58, DI-=296.38;✅ CCI عبور از ۰: CCI=61.14;✅ SAR: SAR=93.6226, قیمت=93.7900;✅ Stochastic کراس: K=35.03 D=11.68;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0039 [>0.007]"
LTC-USDT,LONG,MEDIUM,58.37000000,57.93163000,59.24674000,2026-05-10 14:13:26,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.48];✅ روند EMA 1h: EMA21=58.17, EMA50=57.92;✅ روند EMA 4h: EMA21=57.63, EMA50=56.88;✅ RSI 30m: RSI=57.64;✅ MACD 30m: MACD_hist=0.0357;❌ ورود هوشمند پولبک: قیمت=58.3700 EMA=58.2386 RSI=57.6 BS15=0.000;❌ ADX: ADX=32.56 [>25], DI+=211.46, DI-=415.63;✅ CCI عبور از ۰: CCI=72.19;✅ SAR: SAR=58.2424, قیمت=58.3700;✅ Stochastic کراس: K=59.77 D=19.92;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0017 [>0.007]"
AVAX-USDT,LONG,MEDIUM,9.98300000,9.89601700,10.15696600,2026-05-10 14:13:26,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.810 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.625 [≥ 0.48];✅ روند EMA 1h: EMA21=9.94, EMA50=9.87;✅ روند EMA 4h: EMA21=9.79, EMA50=9.59;✅ RSI 30m: RSI=54.38;✅ MACD 30m: MACD_hist=0.0058;❌ ورود هوشمند پولبک: قیمت=9.9830 EMA=9.9626 RSI=54.4 BS15=0.810;❌ ADX: ADX=10.51 [>25], DI+=307.84, DI-=380.11;✅ CCI عبور از ۰: CCI=71.95;✅ SAR: SAR=9.9457, قیمت=9.9830;✅ Stochastic کراس: K=50.28 D=16.76;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0028 [>0.007]"
SUI-USDT,LONG,MEDIUM,1.13510000,1.07066490,1.26397020,2026-05-10 14:13:26,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.815 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.877 [≥ 0.48];✅ روند EMA 1h: EMA21=1.09, EMA50=1.06;✅ روند EMA 4h: EMA21=1.04, EMA50=1.00;✅ RSI 30m: RSI=70.15;✅ MACD 30m: MACD_hist=0.0052;❌ ورود هوشمند پولبک: قیمت=1.1351 EMA=1.1011 RSI=70.1 BS15=0.815;❌ ADX: ADX=17.33 [>25], DI+=264.10, DI-=374.85;✅ CCI عبور از ۰: CCI=153.60;✅ SAR: SAR=1.1191, قیمت=1.1351;❌ Stochastic کراس: K=82.10 D=27.37;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0174 [>0.007]"
BNB-USDT,LONG,MEDIUM,648.78100000,647.27821900,651.78656200,2026-05-10 15:12:44,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.451 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.502 [≥ 0.48];✅ روند EMA 1h: EMA21=649.20, EMA50=647.96;✅ روند EMA 4h: EMA21=645.69, EMA50=638.85;❌ RSI 30m: RSI=47.24;✅ MACD 30m: MACD_hist=0.1093;❌ ورود هوشمند پولبک: قیمت=648.7810 EMA=649.3302 RSI=47.2 BS15=0.451;✅ ADX: ADX=52.26 [>25], DI+=545.89, DI-=171.15;✅ CCI عبور از ۰: CCI=1.82;✅ SAR: SAR=647.9358, قیمت=648.7810;✅ Stochastic کراس: K=34.34 D=11.45;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0004 [>0.007]"
XRP-USDT,LONG,LOW,1.42219000,1.41600781,1.43455438,2026-05-10 15:12:44,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.176 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=1.42, EMA50=1.42;✅ روند EMA 4h: EMA21=1.41, EMA50=1.41;✅ RSI 30m: RSI=50.71;✅ MACD 30m: MACD_hist=0.0003;❌ ورود هوشمند پولبک: قیمت=1.4222 EMA=1.4223 RSI=50.7 BS15=0.176;✅ ADX: ADX=26.56 [>25], DI+=451.08, DI-=261.74;✅ CCI عبور از ۰: CCI=29.15;✅ SAR: SAR=1.4183, قیمت=1.4222;✅ Stochastic کراس: K=43.27 D=14.42;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0013 [>0.007]"
POL-USDT,LONG,MEDIUM,0.10240000,0.10179760,0.10360480,2026-05-10 15:12:44,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.333 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.10;✅ RSI 30m: RSI=57.29;✅ MACD 30m: MACD_hist=0.0000;❌ ورود هوشمند پولبک: قیمت=0.1024 EMA=0.1022 RSI=57.3 BS15=0.333;❌ ADX: ADX=18.18 [>25], DI+=379.17, DI-=262.50;✅ CCI عبور از ۰: CCI=51.22;✅ SAR: SAR=0.1020, قیمت=0.1024;✅ Stochastic کراس: K=58.33 D=19.44;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0032 [>0.007]"
