symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
ARB-USDT,SHORT,LOW,0.07550000,0.07642650,0.07364700,2026-08-13 07:31:10,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=1.000 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.08, EMA50=0.08;✅ روند EMA 4h: EMA21=0.08, EMA50=0.08, EMA200=0.08;✅ RSI 30m: RSI=44.32;❌ MACD 30m: MACD_hist=0.0002;❌ ورود هوشمند پولبک: قیمت=0.0755 EMA=0.0757 RSI=44.3 BS15=1.000;✅ ADX: ADX=58.33 [>22], DI+=186.67, DI-=709.33;✅ CCI عبور از ۰: CCI=6.34;✅ SAR: SAR=0.0756, قیمت=0.0755;❌ Stochastic کراس: K=73.08 D=24.36;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0168 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0168, ADX=58.33 -> ✅ OK"
BNB-USDT,LONG,MEDIUM,613.55600000,609.19044400,622.28711200,2026-08-13 09:23:25,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.516 [≥ 0.4];❌ قدرت کندل 5m: BS5=0.825 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=611.52, EMA50=610.07;✅ روند EMA 4h: EMA21=608.31, EMA50=602.04, EMA200=585.38;✅ RSI 30m: RSI=60.41;✅ MACD 30m: MACD_hist=0.4189;❌ ورود هوشمند پولبک: قیمت=613.5560 EMA=611.7234 RSI=60.4 BS15=0.516;❌ ADX: ADX=58.73 [>25], DI+=124.83, DI-=480.07;❌ CCI عبور از ۰: CCI=187.88 [اشباع خرید];✅ SAR: SAR=612.7300, قیمت=613.5560;❌ Stochastic کراس: K=73.11 D=24.37;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0005 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0005, ADX=58.73 -> ✅ OK"
DOT-USDT,SHORT,LOW,0.77600000,0.77952800,0.76718000,2026-08-13 09:23:26,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.600 [≥ 0.4];✅ قدرت کندل 5m: BS5=0.750 [≥ 0.4];✅ روند EMA 1h: EMA21=0.78, EMA50=0.79;✅ روند EMA 4h: EMA21=0.79, EMA50=0.80, EMA200=0.82;✅ RSI 30m: RSI=46.41;❌ MACD 30m: MACD_hist=0.0010;❌ ورود هوشمند پولبک: قیمت=0.7760 EMA=0.7761 RSI=46.4 BS15=0.600;✅ ADX: ADX=79.23 [>22], DI+=84.00, DI-=724.89;❌ CCI عبور از ۰: CCI=43.99;❌ SAR: SAR=0.7736, قیمت=0.7760;❌ Stochastic کراس: K=83.33 D=27.78;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0063 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0063, ADX=79.23 -> ✅ OK"
FIL-USDT,SHORT,LOW,0.67820000,0.68423460,0.66613080,2026-08-13 09:23:27,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.167 [خیلی پایین - کندل ضعیف];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.69, EMA50=0.69;✅ روند EMA 4h: EMA21=0.70, EMA50=0.70, EMA200=0.73;✅ RSI 30m: RSI=44.50;❌ MACD 30m: MACD_hist=0.0018;❌ ورود هوشمند پولبک: قیمت=0.6782 EMA=0.6792 RSI=44.5 BS15=0.167;✅ ADX: ADX=79.04 [>22], DI+=108.56, DI-=927.30;❌ CCI عبور از ۰: CCI=48.02;✅ SAR: SAR=0.6794, قیمت=0.6782;❌ Stochastic کراس: K=74.19 D=24.73;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0117 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0117, ADX=79.04 -> ✅ OK"
BNB-USDT,LONG,MEDIUM,613.52900000,609.50047100,621.58605800,2026-08-13 10:43:37,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.787 [≥ 0.4];✅ قدرت کندل 5m: BS5=0.696 [≥ 0.4];✅ روند EMA 1h: EMA21=611.83, EMA50=610.32;✅ روند EMA 4h: EMA21=608.30, EMA50=602.04, EMA200=585.38;✅ RSI 30m: RSI=58.80;✅ MACD 30m: MACD_hist=0.2636;❌ ورود هوشمند پولبک: قیمت=613.5290 EMA=612.0556 RSI=58.8 BS15=0.787;❌ ADX: ADX=54.03 [>25], DI+=118.17, DI-=395.91;❌ CCI عبور از ۰: CCI=106.39 [اشباع خرید];✅ SAR: SAR=610.8925, قیمت=613.5290;❌ Stochastic کراس: K=71.70 D=23.90;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0008 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0008, ADX=54.03 -> ✅ OK"
DOT-USDT,SHORT,LOW,0.77570000,0.77952710,0.76804580,2026-08-13 10:43:38,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [خیلی پایین - کندل ضعیف];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.78, EMA50=0.79;✅ روند EMA 4h: EMA21=0.79, EMA50=0.80, EMA200=0.82;✅ RSI 30m: RSI=46.01;❌ MACD 30m: MACD_hist=0.0008;❌ ورود هوشمند پولبک: قیمت=0.7757 EMA=0.7760 RSI=46.0 BS15=0.000;✅ ADX: ADX=56.93 [>22], DI+=158.54, DI-=577.74;❌ CCI عبور از ۰: CCI=79.25;❌ SAR: SAR=0.7743, قیمت=0.7757;❌ Stochastic کراس: K=79.17 D=26.39;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0057 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0057, ADX=56.93 -> ✅ OK"
NEAR-USDT,LONG,MEDIUM,1.67140000,1.63282860,1.74854280,2026-08-13 10:43:38,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.949 [خیلی بالا - احتمال پایان حرکت];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.4];✅ روند EMA 1h: EMA21=1.65, EMA50=1.64;❌ روند EMA 4h: EMA21=1.63, EMA50=1.64, EMA200=1.77;✅ RSI 30m: RSI=64.40;✅ MACD 30m: MACD_hist=0.0027;❌ ورود هوشمند پولبک: قیمت=1.6714 EMA=1.6555 RSI=64.4 BS15=0.949;❌ ADX: ADX=48.78 [>25], DI+=166.96, DI-=484.98;❌ CCI عبور از ۰: CCI=114.95 [اشباع خرید];✅ SAR: SAR=1.6643, قیمت=1.6714;❌ Stochastic کراس: K=89.56 [اشباع خرید - ریسک برگشت];❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0062 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0062, ADX=48.78 -> ✅ OK"
DOT-USDT,SHORT,LOW,0.77480000,0.77912440,0.76615120,2026-08-13 12:18:23,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.857 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=0.857 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.78, EMA50=0.79;✅ روند EMA 4h: EMA21=0.79, EMA50=0.80, EMA200=0.82;✅ RSI 30m: RSI=43.77;❌ MACD 30m: MACD_hist=0.0006;❌ ورود هوشمند پولبک: قیمت=0.7748 EMA=0.7756 RSI=43.8 BS15=0.857;✅ ADX: ADX=35.06 [>22], DI+=253.62, DI-=527.54;❌ CCI عبور از ۰: CCI=27.85;❌ SAR: SAR=0.7734, قیمت=0.7748;❌ Stochastic کراس: K=66.67 D=22.22;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0053 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0053, ADX=35.06 -> ✅ OK"
TRX-USDT,LONG,LOW,0.33650000,0.33536350,0.33934125,2026-08-13 12:18:24,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [≥ 0.4];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.4];✅ روند EMA 1h: EMA21=0.34, EMA50=0.34;✅ روند EMA 4h: EMA21=0.33, EMA50=0.33, EMA200=0.33;✅ RSI 30m: RSI=49.83;❌ MACD 30m: MACD_hist=0.0000;❌ ورود هوشمند پولبک: قیمت=0.3365 EMA=0.3366 RSI=49.8 BS15=0.500;✅ ADX: ADX=26.32 [>25], DI+=270.97, DI-=158.06;✅ CCI عبور از ۰: CCI=16.08;❌ SAR: SAR=0.3368, قیمت=0.3365;✅ Stochastic کراس: K=28.57 D=9.52;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0013 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0013, ADX=26.32 -> ✅ OK"
FIL-USDT,SHORT,MEDIUM,0.67540000,0.68422620,0.65774760,2026-08-13 12:18:24,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [≥ 0.4];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.4];✅ روند EMA 1h: EMA21=0.68, EMA50=0.69;✅ روند EMA 4h: EMA21=0.69, EMA50=0.70, EMA200=0.73;✅ RSI 30m: RSI=39.01;❌ MACD 30m: MACD_hist=0.0008;❌ ورود هوشمند پولبک: قیمت=0.6754 EMA=0.6787 RSI=39.0 BS15=0.500;❌ ADX: ADX=6.37 [>22], DI+=451.03, DI-=512.37;✅ CCI عبور از ۰: CCI=-5.86;❌ SAR: SAR=0.6741, قیمت=0.6754;❌ Stochastic کراس: K=36.45 D=12.15;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0097 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0097, ADX=6.37 -> ✅ OK"
