symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
ARB-USDT,SHORT,LOW,0.09000000,0.09149000,0.08702000,2026-03-28 00:01:11,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.800 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.667 [≥ 0.48];✅ روند EMA 1h: EMA21=0.09, EMA50=0.09;✅ روند EMA 4h: EMA21=0.09, EMA50=0.10;✅ RSI 30m: RSI=33.28;❌ MACD 30m: MACD_hist=0.0001;❌ ورود هوشمند پولبک: قیمت=0.0900 EMA=0.0908 RSI=33.3 BS15=0.800;✅ ADX: ADX=28.89 [>25], DI+=257.47, DI-=466.67;✅ CCI عبور از ۰: CCI=-75.12;✅ SAR: SAR=0.0902, قیمت=0.0900;❌ Stochastic کراس: K=30.00 D=10.00;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0153 [>0.007]"
BTC-USDT,SHORT,LOW,66117.30000000,66575.01730000,65201.86540000,2026-03-28 07:41:36,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.993 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.249 [≥ 0.48];✅ روند EMA 1h: EMA21=66591.97, EMA50=67706.53;✅ روند EMA 4h: EMA21=68233.52, EMA50=69330.99;✅ RSI 30m: RSI=43.89;❌ MACD 30m: MACD_hist=60.0595;❌ ورود هوشمند پولبک: قیمت=66117.3000 EMA=66222.0877 RSI=43.9 BS15=0.993;✅ ADX: ADX=59.19 [>25], DI+=126.71, DI-=494.33;❌ CCI عبور از ۰: CCI=25.01;✅ SAR: SAR=66151.4980, قیمت=66117.3000;❌ Stochastic کراس: K=33.56 D=11.19;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0088 [>0.007]"
ETH-USDT,SHORT,LOW,1988.28000000,1997.33828000,1970.16344000,2026-03-28 07:41:37,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.382 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.491 [≥ 0.48];✅ روند EMA 1h: EMA21=2001.26, EMA50=2037.88;✅ روند EMA 4h: EMA21=2057.90, EMA50=2098.14;✅ RSI 30m: RSI=44.69;❌ MACD 30m: MACD_hist=1.7656;❌ ورود هوشمند پولبک: قیمت=1988.2800 EMA=1990.4700 RSI=44.7 BS15=0.382;✅ ADX: ADX=52.30 [>25], DI+=162.57, DI-=519.13;❌ CCI عبور از ۰: CCI=14.62;✅ SAR: SAR=1988.2888, قیمت=1988.2800;❌ Stochastic کراس: K=53.09 D=17.70;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0088 [>0.007]"
SOL-USDT,SHORT,LOW,82.63000000,83.02263000,81.84474000,2026-03-28 09:07:43,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.857 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.667 [≥ 0.48];✅ روند EMA 1h: EMA21=83.34, EMA50=85.18;✅ روند EMA 4h: EMA21=86.23, EMA50=87.92;✅ RSI 30m: RSI=43.50;❌ MACD 30m: MACD_hist=0.0655;❌ ورود هوشمند پولبک: قیمت=82.6300 EMA=82.7814 RSI=43.5 BS15=0.857;✅ ADX: ADX=33.33 [>25], DI+=230.09, DI-=460.19;✅ CCI عبور از ۰: CCI=-36.30;❌ SAR: SAR=82.3946, قیمت=82.6300;❌ Stochastic کراس: K=42.53 D=14.18;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0103 [>0.007]"
ADA-USDT,SHORT,LOW,0.24560000,0.24754560,0.24170880,2026-03-28 09:07:44,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.25, EMA50=0.25;✅ روند EMA 4h: EMA21=0.25, EMA50=0.26;✅ RSI 30m: RSI=43.41;❌ MACD 30m: MACD_hist=0.0002;❌ ورود هوشمند پولبک: قیمت=0.2456 EMA=0.2460 RSI=43.4 BS15=1.000;✅ ADX: ADX=32.47 [>25], DI+=256.34, DI-=502.82;✅ CCI عبور از ۰: CCI=-36.92;❌ SAR: SAR=0.2447, قیمت=0.2456;❌ Stochastic کراس: K=46.88 D=15.63;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0090 [>0.007]"
SUI-USDT,SHORT,MEDIUM,0.87770000,0.88057770,0.87194460,2026-03-28 10:17:52,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.89, EMA50=0.90;✅ روند EMA 4h: EMA21=0.91, EMA50=0.94;✅ RSI 30m: RSI=43.42;❌ MACD 30m: MACD_hist=0.0011;❌ ورود هوشمند پولبک: قیمت=0.8777 EMA=0.8788 RSI=43.4 BS15=1.000;❌ ADX: ADX=8.75 [>25], DI+=361.37, DI-=303.25;❌ CCI عبور از ۰: CCI=6.98;❌ SAR: SAR=0.8743, قیمت=0.8777;❌ Stochastic کراس: K=59.65 D=19.88;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0114 [>0.007]"
FIL-USDT,SHORT,MEDIUM,0.82440000,0.83392440,0.80535120,2026-03-28 10:17:52,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.556 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.556 [≥ 0.48];✅ روند EMA 1h: EMA21=0.84, EMA50=0.86;✅ روند EMA 4h: EMA21=0.87, EMA50=0.89;✅ RSI 30m: RSI=35.90;✅ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.8244 EMA=0.8304 RSI=35.9 BS15=0.556;❌ ADX: ADX=29.75 [>25], DI+=478.11, DI-=258.87;✅ CCI عبور از ۰: CCI=-80.44;❌ SAR: SAR=0.8192, قیمت=0.8244;❌ Stochastic کراس: K=21.99 D=7.33;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0133 [>0.007]"
BNB-USDT,SHORT,MEDIUM,611.39900000,614.88139900,604.43420200,2026-03-28 14:28:44,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.541 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.999 [≥ 0.48];✅ روند EMA 1h: EMA21=613.18, EMA50=619.13;✅ روند EMA 4h: EMA21=623.58, EMA50=632.36;✅ RSI 30m: RSI=45.07;✅ MACD 30m: MACD_hist=-0.0533;❌ ورود هوشمند پولبک: قیمت=611.3990 EMA=612.1062 RSI=45.1 BS15=0.541;❌ ADX: ADX=3.51 [>25], DI+=202.48, DI-=217.19;✅ CCI عبور از ۰: CCI=-73.99;❌ SAR: SAR=611.0636, قیمت=611.3990;❌ Stochastic کراس: K=28.42 D=9.47;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0031 [>0.007]"
TRX-USDT,LONG,MEDIUM,0.31130000,0.30998870,0.31392260,2026-03-28 14:28:45,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.48];❌ روند EMA 1h: EMA21=0.31, EMA50=0.31;✅ روند EMA 4h: EMA21=0.31, EMA50=0.31;✅ RSI 30m: RSI=51.43;✅ MACD 30m: MACD_hist=0.0000;❌ ورود هوشمند پولبک: قیمت=0.3113 EMA=0.3112 RSI=51.4 BS15=0.000;✅ ADX: ADX=45.16 [>25], DI+=538.46, DI-=203.42;✅ CCI عبور از ۰: CCI=7.37;✅ SAR: SAR=0.3109, قیمت=0.3113;✅ Stochastic کراس: K=50.00 D=16.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0001 [>0.007]"
BTC-USDT,SHORT,MEDIUM,66317.70000000,66634.91770000,65683.26460000,2026-03-28 14:59:11,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.821 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.940 [≥ 0.48];✅ روند EMA 1h: EMA21=66485.63, EMA50=67383.38;✅ روند EMA 4h: EMA21=68096.11, EMA50=69229.58;✅ RSI 30m: RSI=48.70;✅ MACD 30m: MACD_hist=-0.3755;❌ ورود هوشمند پولبک: قیمت=66317.7000 EMA=66324.9271 RSI=48.7 BS15=0.821;❌ ADX: ADX=15.96 [>25], DI+=238.91, DI-=329.65;✅ CCI عبور از ۰: CCI=-11.79;❌ SAR: SAR=66136.8300, قیمت=66317.7000;❌ Stochastic کراس: K=42.39 D=14.13;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0045 [>0.007]"
