symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
BNB-USDT,SHORT,MEDIUM,570.77900000,575.89077900,560.55544200,2026-07-23 01:04:07,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.834 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.834 [≥ 0.48];✅ روند EMA 1h: EMA21=571.39, EMA50=571.77;✅ روند EMA 4h: EMA21=571.62, EMA50=572.00;✅ RSI 30m: RSI=48.62;✅ MACD 30m: MACD_hist=-0.0872;❌ ورود هوشمند پولبک: قیمت=570.7790 EMA=570.9501 RSI=48.6 BS15=0.834;❌ ADX: ADX=54.84 [>25], DI+=451.73, DI-=131.75;✅ CCI عبور از ۰: CCI=-33.17;❌ SAR: SAR=570.3116, قیمت=570.7790;❌ Stochastic کراس: K=30.34 D=10.11;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0009 [>0.007]"
SOL-USDT,LONG,LOW,77.85000000,77.23215000,79.39462500,2026-07-23 01:04:08,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.937 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.937 [≥ 0.48];✅ روند EMA 1h: EMA21=77.87, EMA50=77.71;✅ روند EMA 4h: EMA21=77.46, EMA50=77.07;✅ RSI 30m: RSI=50.09;❌ MACD 30m: MACD_hist=-0.0296;❌ ورود هوشمند پولبک: قیمت=77.8500 EMA=77.8507 RSI=50.1 BS15=0.937;✅ ADX: ADX=47.31 [>25], DI+=514.85, DI-=184.16;❌ CCI عبور از ۰: CCI=-14.68;✅ SAR: SAR=77.6902, قیمت=77.8500;✅ Stochastic کراس: K=35.06 D=11.69;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0001 [>0.007]"
DOGE-USDT,SHORT,MEDIUM,0.07272000,0.07357272,0.07101456,2026-07-23 01:04:09,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.07, EMA50=0.07;✅ روند EMA 4h: EMA21=0.07, EMA50=0.07;✅ RSI 30m: RSI=47.59;✅ MACD 30m: MACD_hist=-0.0000;❌ ورود هوشمند پولبک: قیمت=0.0727 EMA=0.0728 RSI=47.6 BS15=1.000;❌ ADX: ADX=46.07 [>25], DI+=380.75, DI-=140.59;✅ CCI عبور از ۰: CCI=-26.71;❌ SAR: SAR=0.0725, قیمت=0.0727;❌ Stochastic کراس: K=35.77 D=11.92;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0011 [>0.007]"
DOGE-USDT,SHORT,LOW,0.07240000,0.07324240,0.07071520,2026-07-23 08:47:11,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.07, EMA50=0.07;✅ روند EMA 4h: EMA21=0.07, EMA50=0.07;✅ RSI 30m: RSI=41.10;✅ MACD 30m: MACD_hist=-0.0000;❌ ورود هوشمند پولبک: قیمت=0.0724 EMA=0.0727 RSI=41.1 BS15=1.000;✅ ADX: ADX=31.39 [>25], DI+=155.19, DI-=297.17;✅ CCI عبور از ۰: CCI=-105.52;✅ SAR: SAR=0.0725, قیمت=0.0724;❌ Stochastic کراس: K=20.00 D=6.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0014 [>0.007]"
DOT-USDT,SHORT,LOW,0.82240000,0.84172240,0.78375520,2026-07-23 08:47:11,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.84, EMA50=0.84;✅ روند EMA 4h: EMA21=0.84, EMA50=0.84;✅ RSI 30m: RSI=33.55;✅ MACD 30m: MACD_hist=-0.0012;❌ ورود هوشمند پولبک: قیمت=0.8224 EMA=0.8322 RSI=33.5 BS15=1.000;✅ ADX: ADX=42.68 [>25], DI+=134.62, DI-=335.04;✅ CCI عبور از ۰: CCI=-122.46;✅ SAR: SAR=0.8240, قیمت=0.8224;❌ Stochastic کراس: K=7.69 D=2.56;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;❌ فیلتر رنج: فاصله EMA=0.0064 [>0.007]"
BNB-USDT,SHORT,MEDIUM,566.31400000,571.31731400,556.30737200,2026-07-23 19:50:00,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.821 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.821 [≥ 0.48];✅ روند EMA 1h: EMA21=569.12, EMA50=570.35;✅ روند EMA 4h: EMA21=570.43, EMA50=571.38;✅ RSI 30m: RSI=36.97;✅ MACD 30m: MACD_hist=-0.2680;❌ ورود هوشمند پولبک: قیمت=566.3140 EMA=568.3858 RSI=37.0 BS15=0.821;❌ ADX: ADX=3.51 [>25], DI+=258.65, DI-=241.11;✅ CCI عبور از ۰: CCI=-102.03;❌ SAR: SAR=565.3486, قیمت=566.3140;❌ Stochastic کراس: K=37.69 D=12.56;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0021 [>0.007]"
XLM-USDT,SHORT,MEDIUM,0.18210000,0.18568210,0.17493580,2026-07-23 19:50:00,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.833 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.833 [≥ 0.48];✅ روند EMA 1h: EMA21=0.18, EMA50=0.19;✅ روند EMA 4h: EMA21=0.19, EMA50=0.19;✅ RSI 30m: RSI=36.51;✅ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.1821 EMA=0.1836 RSI=36.5 BS15=0.833;❌ ADX: ADX=43.64 [>25], DI+=505.02, DI-=198.17;✅ CCI عبور از ۰: CCI=-85.56;❌ SAR: SAR=0.1821, قیمت=0.1821;❌ Stochastic کراس: K=32.00 D=10.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0100 [>0.007]"
FIL-USDT,SHORT,LOW,0.72390000,0.73912390,0.69345220,2026-07-23 19:50:01,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.74, EMA50=0.75;✅ روند EMA 4h: EMA21=0.75, EMA50=0.75;✅ RSI 30m: RSI=25.94;✅ MACD 30m: MACD_hist=-0.0003;❌ ورود هوشمند پولبک: قیمت=0.7239 EMA=0.7357 RSI=25.9 BS15=1.000;✅ ADX: ADX=38.18 [>25], DI+=201.27, DI-=449.89;✅ CCI عبور از ۰: CCI=-192.25;✅ SAR: SAR=0.7265, قیمت=0.7239;❌ Stochastic کراس: K=0.00 D=0.00;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0129 [>0.007]"
DOT-USDT,SHORT,MEDIUM,0.81570000,0.82011570,0.80686860,2026-07-23 22:30:19,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.82, EMA50=0.83;✅ روند EMA 4h: EMA21=0.83, EMA50=0.84;✅ RSI 30m: RSI=46.51;❌ MACD 30m: MACD_hist=0.0006;❌ ورود هوشمند پولبک: قیمت=0.8157 EMA=0.8164 RSI=46.5 BS15=1.000;❌ ADX: ADX=48.10 [>25], DI+=620.59, DI-=217.45;✅ CCI عبور از ۰: CCI=-1.20;❌ SAR: SAR=0.8126, قیمت=0.8157;❌ Stochastic کراس: K=60.49 D=20.16;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0085 [>0.007]"
AVAX-USDT,SHORT,MEDIUM,6.27100000,6.50927100,5.79445800,2026-07-23 22:30:19,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=6.47, EMA50=6.53;✅ روند EMA 4h: EMA21=6.54, EMA50=6.56;✅ RSI 30m: RSI=21.68;✅ MACD 30m: MACD_hist=-0.0218;❌ ورود هوشمند پولبک: قیمت=6.2710 EMA=6.4310 RSI=21.7 BS15=1.000;❌ ADX: ADX=20.70 [>25], DI+=447.09, DI-=293.71;✅ CCI عبور از ۰: CCI=-149.50;❌ SAR: SAR=6.2250, قیمت=6.2710;❌ Stochastic کراس: K=19.58 D=6.53;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0113 [>0.007]"
OP-USDT,SHORT,MEDIUM,0.09340000,0.09459340,0.09101320,2026-07-23 22:30:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA50=0.10;✅ روند EMA 4h: EMA21=0.10, EMA50=0.10;✅ RSI 30m: RSI=29.45;✅ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.0934 EMA=0.0946 RSI=29.4 BS15=1.000;❌ ADX: ADX=42.31 [>25], DI+=588.64, DI-=238.64;✅ CCI عبور از ۰: CCI=-101.42;❌ SAR: SAR=0.0929, قیمت=0.0934;❌ Stochastic کراس: K=18.52 D=6.17;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0107 [>0.007]"
