symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
BNB-USDT,SHORT,ریسک بالا,855.36100000,858.36271429,849.35757143,2025-12-23 00:11:52,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=862.604353,30m:EMA55=860.702541,1h:EMA21=861.549829,1h:EMA55=857.573869,4h:EMA21=855.981407,4h:EMA55=860.332905 | TF_RSI=5m:RSI=31.67,15m:RSI=28.85,30m:RSI=36.39,1h:RSI=41.4,4h:RSI=49.49 | TF_MACD=5m:MACD=-2.790865,5m:HIST=-0.212948,15m:MACD=-2.402988,15m:HIST=-1.425907,30m:MACD=-0.943297,30m:HIST=-1.75247,1h:MACD=1.703533,1h:HIST=-1.048805,4h:MACD=1.478134,4h:HIST=1.027164 | BS15=0.626 | RulesPassed=قدرت ورود;روند 1h معتبر;فال‌بک: 1h قوی;کندل قوی (0.63);RSI (5/5);MACD قوی;بدون واگرایی;شیب EMA (down) | Reasons=1h بسیار قوی (فال‌بک)|MACD: 4/5 همسو | قدرت: 6.26|نزدیک حمایت (با ریسک بالا)"
