symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
APT-USDT,SHORT,LOW,0.91790000,0.92594480,0.90181040,2026-02-16 12:06:46,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.853 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.93, EMA55=0.94;✅ روند EMA 4h: EMA21=0.95, EMA55=1.00, EMA200=1.28;✅ RSI 30m: RSI=39.69 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0004 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.92, EMA21=0.93, آستانه=0.003;✅ ADX: ADX=69.63 [حد > 25];✅ CCI: CCI=-111.57;❌ SAR: SAR=0.9165, قیمت=0.9179;❌ Stochastic: K=19.43, D=6.48;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ARB-USDT,SHORT,LOW,0.11390000,0.11475200,0.11219600,2026-02-16 12:06:49,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA55=0.12;✅ روند EMA 4h: EMA21=0.12, EMA55=0.12, EMA200=0.14;✅ RSI 30m: RSI=45.78 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;❌ شکست ورود: قیمت=0.11, EMA21=0.11, آستانه=0.003;✅ ADX: ADX=71.43 [حد > 25];❌ CCI: CCI=-22.64;❌ SAR: SAR=0.1135, قیمت=0.1139;❌ Stochastic: K=35.00, D=11.67;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
OP-USDT,SHORT,LOW,0.18810000,0.18949560,0.18530880,2026-02-16 12:06:50,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.19, EMA55=0.19;✅ روند EMA 4h: EMA21=0.19, EMA55=0.19, EMA200=0.23;✅ RSI 30m: RSI=47.21 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;❌ شکست ورود: قیمت=0.19, EMA21=0.19, آستانه=0.003;✅ ADX: ADX=66.39 [حد > 25];❌ CCI: CCI=-20.95;❌ SAR: SAR=0.1878, قیمت=0.1881;❌ Stochastic: K=41.03, D=13.68;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
SUI-USDT,SHORT,LOW,0.96180000,0.97053720,0.94432560,2026-02-16 12:06:50,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.958 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.98, EMA55=0.98;✅ روند EMA 4h: EMA21=0.97, EMA55=0.99, EMA200=1.20;✅ RSI 30m: RSI=41.07 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0006 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.96, EMA21=0.97, آستانه=0.003;✅ ADX: ADX=72.35 [حد > 25];❌ CCI: CCI=-76.36;✅ SAR: SAR=0.9626, قیمت=0.9618;❌ Stochastic: K=15.69, D=5.23;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
DOGE-USDT,LONG,MEDIUM,0.10316000,0.10213640,0.10520720,2026-02-16 13:13:22,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.493 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA55=0.10;❌ روند EMA 4h: EMA21=0.10, EMA55=0.10, EMA200=0.11;❌ RSI 30m: RSI=49.99 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.10, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=67.52 [حد > 25];✅ CCI: CCI=190.01;✅ SAR: SAR=0.1023, قیمت=0.1032;✅ Stochastic: K=82.20, D=27.40;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
POL-USDT,LONG,MEDIUM,0.10650000,0.10554720,0.10840560,2026-02-16 13:13:22,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA55=0.11;❌ روند EMA 4h: EMA21=0.10, EMA55=0.10, EMA200=0.11;❌ RSI 30m: RSI=46.89 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0000 | سطح=MEDIUM;❌ شکست ورود: قیمت=0.11, EMA21=0.11, آستانه=0.003;✅ ADX: ADX=96.67 [حد > 25];❌ CCI: CCI=-39.22;✅ SAR: SAR=0.1062, قیمت=0.1065;❌ Stochastic: K=38.10, D=12.70;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
XLM-USDT,LONG,MEDIUM,0.17120000,0.16982120,0.17395760,2026-02-16 13:13:22,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.526 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.571 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.17, EMA55=0.17;❌ روند EMA 4h: EMA21=0.17, EMA55=0.17, EMA200=0.18;✅ RSI 30m: RSI=59.50 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.17, EMA21=0.17, آستانه=0.003;✅ ADX: ADX=49.51 [حد > 25];✅ CCI: CCI=136.36;✅ SAR: SAR=0.1686, قیمت=0.1712;✅ Stochastic: K=82.50, D=27.50;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
XAUT-USDT,LONG,MEDIUM,4986.79000000,4977.08953000,5006.19094000,2026-02-16 14:10:36,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=4987.28, EMA55=4992.40;✅ روند EMA 4h: EMA21=4992.55, EMA55=4983.78, EMA200=4879.34;✅ RSI 30m: RSI=51.97 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=2.8761 | سطح=MEDIUM;❌ شکست ورود: قیمت=4986.79, EMA21=4983.43, آستانه=0.003;✅ ADX: ADX=26.02 [حد > 25];❌ CCI: CCI=41.98;✅ SAR: SAR=4984.2844, قیمت=4986.7900;✅ Stochastic: K=82.90, D=27.63;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ATOM-USDT,LONG,MEDIUM,2.15410000,2.13820120,2.18589760,2026-02-16 14:10:36,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.609 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.750 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.14, EMA55=2.13;❌ روند EMA 4h: EMA21=2.12, EMA55=2.06, EMA200=2.10;✅ RSI 30m: RSI=58.07 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0028 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.15, EMA21=2.14, آستانه=0.003;✅ ADX: ADX=36.93 [حد > 25];✅ CCI: CCI=126.20;✅ SAR: SAR=2.1529, قیمت=2.1541;❌ Stochastic: K=76.40, D=25.47;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ATOM-USDT,LONG,MEDIUM,2.16540000,2.14808880,2.20002240,2026-02-16 15:04:16,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.655 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.655 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.14, EMA55=2.13;❌ روند EMA 4h: EMA21=2.12, EMA55=2.06, EMA200=2.10;✅ RSI 30m: RSI=60.61 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0037 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.17, EMA21=2.15, آستانه=0.003;✅ ADX: ADX=39.14 [حد > 25];✅ CCI: CCI=146.06;✅ SAR: SAR=2.1524, قیمت=2.1654;❌ Stochastic: K=77.88, D=25.96;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom"
XAUT-USDT,LONG,MEDIUM,4977.43000000,4968.26535040,4995.75929920,2026-02-16 17:30:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=4984.41, EMA55=4990.50;✅ روند EMA 4h: EMA21=4990.62, EMA55=4983.32, EMA200=4880.09;❌ RSI 30m: RSI=46.05 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0010 | سطح=MEDIUM;❌ شکست ورود: قیمت=4977.43, EMA21=4980.62, آستانه=0.003;✅ ADX: ADX=34.25 [حد > 25];❌ CCI: CCI=-1.74;✅ SAR: SAR=4970.5878, قیمت=4977.4300;❌ Stochastic: K=28.50, D=9.50;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
OP-USDT,SHORT,MEDIUM,0.18790000,0.18989200,0.18391600,2026-02-16 17:30:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.789 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.19, EMA55=0.19;✅ روند EMA 4h: EMA21=0.19, EMA55=0.19, EMA200=0.23;✅ RSI 30m: RSI=46.12 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.19, EMA21=0.19, آستانه=0.003;❌ ADX: ADX=6.90 [حد > 25];❌ CCI: CCI=0.32;✅ SAR: SAR=0.1884, قیمت=0.1879;❌ Stochastic: K=34.33, D=11.44;✅ رد EMA: رد EMA تشخیص داده شد;✅ تست مقاومت: تست مقاومت تایید شد;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
DOT-USDT,SHORT,LOW,1.33720000,1.35414880,1.30330240,2026-02-16 19:03:31,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.881 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.881 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.36, EMA55=1.36;✅ روند EMA 4h: EMA21=1.35, EMA55=1.36, EMA200=1.57;✅ RSI 30m: RSI=39.82 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0016 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.34, EMA21=1.36, آستانه=0.003;✅ ADX: ADX=40.73 [حد > 25];✅ CCI: CCI=-198.41;✅ SAR: SAR=1.3525, قیمت=1.3372;❌ Stochastic: K=3.11, D=1.04;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;❌ Double Top/Bottom: بدون الگو"
LTC-USDT,SHORT,LOW,53.52000000,53.98233100,52.36417250,2026-02-16 19:03:31,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.800 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.800 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=54.44, EMA55=54.76;✅ روند EMA 4h: EMA21=54.63, EMA55=54.99, EMA200=62.00;✅ RSI 30m: RSI=37.13 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0228 | سطح=MEDIUM;✅ شکست ورود: قیمت=53.52, EMA21=54.20, آستانه=0.003;✅ ADX: ADX=40.35 [حد > 25];✅ CCI: CCI=-165.84;✅ SAR: SAR=54.0374, قیمت=53.5200;❌ Stochastic: K=7.84, D=2.61;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
OP-USDT,SHORT,LOW,0.18500000,0.18726560,0.18046880,2026-02-16 19:03:32,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.903 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.903 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.19, EMA55=0.19;✅ روند EMA 4h: EMA21=0.19, EMA55=0.19, EMA200=0.23;✅ RSI 30m: RSI=38.18 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.18, EMA21=0.19, آستانه=0.003;✅ ADX: ADX=46.94 [حد > 25];✅ CCI: CCI=-243.61;✅ SAR: SAR=0.1877, قیمت=0.1850;❌ Stochastic: K=3.95, D=1.32;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;❌ Double Top/Bottom: بدون الگو"
SUI-USDT,SHORT,MEDIUM,0.95660000,0.97088840,0.92802320,2026-02-16 19:03:32,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.828 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.828 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.97, EMA55=0.98;✅ روند EMA 4h: EMA21=0.97, EMA55=0.99, EMA200=1.19;✅ RSI 30m: RSI=42.68 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.96, EMA21=0.97, آستانه=0.003;❌ ADX: ADX=7.83 [حد > 25];✅ CCI: CCI=-100.69;✅ SAR: SAR=0.9684, قیمت=0.9566;❌ Stochastic: K=18.14, D=6.05;❌ رد EMA: بدون رد;✅ تست مقاومت: تست مقاومت تایید شد;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
BTC-USDT,SHORT,LOW,67670.30000000,68200.38381080,66610.13237840,2026-02-16 20:03:39,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.677 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.677 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=68626.78, EMA55=68856.60;✅ روند EMA 4h: EMA21=68689.69, EMA55=69578.56, EMA200=77369.14;✅ RSI 30m: RSI=36.72 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-135.4335 | سطح=MEDIUM;✅ شکست ورود: قیمت=67670.30, EMA21=68437.24, آستانه=0.003;✅ ADX: ADX=37.29 [حد > 25];✅ CCI: CCI=-167.40;❌ SAR: SAR=67520.6540, قیمت=67670.3000;❌ Stochastic: K=13.22, D=4.41;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom"
ETH-USDT,SHORT,LOW,1966.03000000,1988.44431880,1921.20136240,2026-02-16 20:03:39,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.655 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.629 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1978.71, EMA55=2000.53;✅ روند EMA 4h: EMA21=2002.39, EMA55=2050.22, EMA200=2420.58;✅ RSI 30m: RSI=46.69 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-1.3948 | سطح=MEDIUM;✅ شکست ورود: قیمت=1966.03, EMA21=1972.30, آستانه=0.003;✅ ADX: ADX=37.34 [حد > 25];❌ CCI: CCI=-61.82;❌ SAR: SAR=1956.5310, قیمت=1966.0300;❌ Stochastic: K=33.13, D=11.04;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom"
SOL-USDT,SHORT,LOW,83.39000000,84.39704120,81.37591760,2026-02-16 20:03:39,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.689 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.689 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=85.27, EMA55=85.73;✅ روند EMA 4h: EMA21=85.19, EMA55=86.49, EMA200=102.91;✅ RSI 30m: RSI=36.21 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.1779 | سطح=MEDIUM;✅ شکست ورود: قیمت=83.39, EMA21=84.70, آستانه=0.003;✅ ADX: ADX=39.90 [حد > 25];✅ CCI: CCI=-120.08;❌ SAR: SAR=83.1038, قیمت=83.3900;❌ Stochastic: K=18.48, D=6.16;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
