symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
ADA-USDT,LONG,LOW,0.19570000,0.19100430,0.20509140,2026-08-04 08:25:04,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.222 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.19, EMA50=0.19;✅ روند EMA 4h: EMA21=0.19, EMA50=0.18, EMA200=0.17;✅ RSI 30m: RSI=58.79;❌ MACD 30m: MACD_hist=0.0001;❌ ورود هوشمند پولبک: قیمت=0.1957 EMA=0.1938 RSI=58.8 BS15=0.222;✅ ADX: ADX=60.00 [>25], DI+=528.30, DI-=132.08;❌ CCI عبور از ۰: CCI=102.09 [اشباع خرید];✅ SAR: SAR=0.1952, قیمت=0.1957;✅ Stochastic کراس: K=51.14 D=17.05;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0114 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0114, ADX=60.00 -> ✅ OK"
TRX-USDT,LONG,LOW,0.32910000,0.32837090,0.33055820,2026-08-04 08:25:05,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [≥ 0.48];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.33, EMA50=0.33;✅ روند EMA 4h: EMA21=0.33, EMA50=0.33, EMA200=0.33;✅ RSI 30m: RSI=55.56;❌ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.3291 EMA=0.3289 RSI=55.6 BS15=0.000;✅ ADX: ADX=51.52 [>25], DI+=421.69, DI-=134.94;✅ CCI عبور از ۰: CCI=69.41;✅ SAR: SAR=0.3288, قیمت=0.3291;✅ Stochastic کراس: K=57.14 D=19.05;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0015 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0015, ADX=51.52 -> ✅ OK"
ARB-USDT,LONG,MEDIUM,0.08330000,0.08181670,0.08626660,2026-08-04 08:25:05,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.48];✅ روند EMA 1h: EMA21=0.08, EMA50=0.08;❌ روند EMA 4h: EMA21=0.08, EMA50=0.08, EMA200=0.08;✅ RSI 30m: RSI=59.49;❌ MACD 30m: MACD_hist=0.0000;❌ ورود هوشمند پولبک: قیمت=0.0833 EMA=0.0828 RSI=59.5 BS15=0.000;❌ ADX: ADX=7.69 [>25], DI+=222.73, DI-=190.91;✅ CCI عبور از ۰: CCI=82.40;✅ SAR: SAR=0.0830, قیمت=0.0833;✅ Stochastic کراس: K=63.64 D=21.21;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0084 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0084, ADX=7.69 -> ✅ OK"
BNB-USDT,LONG,LOW,590.64600000,588.84535400,595.14761500,2026-08-04 11:00:48,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.829 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.829 [≥ 0.48];✅ روند EMA 1h: EMA21=589.84, EMA50=587.87;✅ روند EMA 4h: EMA21=586.38, EMA50=581.94, EMA200=574.76;✅ RSI 30m: RSI=51.37;❌ MACD 30m: MACD_hist=-0.1343;❌ ورود هوشمند پولبک: قیمت=590.6460 EMA=590.5857 RSI=51.4 BS15=0.829;✅ ADX: ADX=48.52 [>25], DI+=552.44, DI-=191.51;✅ CCI عبور از ۰: CCI=4.67;✅ SAR: SAR=589.6855, قیمت=590.6460;✅ Stochastic کراس: K=39.55 D=13.18;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0019 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0019, ADX=48.52 -> ✅ OK"
ADA-USDT,LONG,MEDIUM,0.19560000,0.19340440,0.20108900,2026-08-04 11:00:49,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.750 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.750 [≥ 0.48];✅ روند EMA 1h: EMA21=0.19, EMA50=0.19;✅ روند EMA 4h: EMA21=0.19, EMA50=0.18, EMA200=0.17;✅ RSI 30m: RSI=57.86;❌ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.1956 EMA=0.1946 RSI=57.9 BS15=0.750;❌ ADX: ADX=11.48 [>25], DI+=352.59, DI-=280.00;✅ CCI عبور از ۰: CCI=53.95;✅ SAR: SAR=0.1936, قیمت=0.1956;✅ Stochastic کراس: K=50.00 D=16.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0109 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0109, ADX=11.48 -> ✅ OK"
AVAX-USDT,LONG,MEDIUM,6.81000000,6.76519000,6.89962000,2026-08-04 11:00:49,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=1.000 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=6.69, EMA50=6.59;❌ روند EMA 4h: EMA21=6.54, EMA50=6.50, EMA200=6.53;✅ RSI 30m: RSI=60.30;❌ MACD 30m: MACD_hist=-0.0085;❌ ورود هوشمند پولبک: قیمت=6.8100 EMA=6.7631 RSI=60.3 BS15=1.000;✅ ADX: ADX=26.52 [>25], DI+=433.77, DI-=251.95;✅ CCI عبور از ۰: CCI=27.94;✅ SAR: SAR=6.7728, قیمت=6.8100;✅ Stochastic کراس: K=55.67 D=18.56;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0151 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0151, ADX=26.52 -> ✅ OK"
ATOM-USDT,LONG,MEDIUM,1.36730000,1.36033270,1.38123460,2026-08-04 11:00:50,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.893 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.981 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=1.35, EMA50=1.31;❌ روند EMA 4h: EMA21=1.30, EMA50=1.31, EMA200=1.44;✅ RSI 30m: RSI=55.09;❌ MACD 30m: MACD_hist=-0.0027;❌ ورود هوشمند پولبک: قیمت=1.3673 EMA=1.3652 RSI=55.1 BS15=0.893;✅ ADX: ADX=51.81 [>25], DI+=741.32, DI-=235.30;❌ CCI عبور از ۰: CCI=-22.00;✅ SAR: SAR=1.3658, قیمت=1.3673;✅ Stochastic کراس: K=42.47 D=14.16;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0182 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0182, ADX=51.81 -> ✅ OK"
ARB-USDT,LONG,MEDIUM,0.08260000,0.08221740,0.08336520,2026-08-04 11:00:50,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.08, EMA50=0.08;❌ روند EMA 4h: EMA21=0.08, EMA50=0.08, EMA200=0.08;✅ RSI 30m: RSI=48.45;❌ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.0826 EMA=0.0828 RSI=48.4 BS15=0.000;✅ ADX: ADX=40.54 [>25], DI+=498.63, DI-=210.96;❌ CCI عبور از ۰: CCI=-45.64;✅ SAR: SAR=0.0823, قیمت=0.0826;✅ Stochastic کراس: K=28.57 D=9.52;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0069 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0069, ADX=40.54 -> ✅ OK"
XAUT-USDT,LONG,MEDIUM,4056.91000000,4032.92309000,4104.88382000,2026-08-04 15:54:30,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.645 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.188 [≥ 0.48];✅ روند EMA 1h: EMA21=4047.10, EMA50=4045.74;❌ روند EMA 4h: EMA21=4049.13, EMA50=4050.39, EMA200=4063.38;✅ RSI 30m: RSI=59.11;✅ MACD 30m: MACD_hist=0.9229;❌ ورود هوشمند پولبک: قیمت=4056.9100 EMA=4047.7536 RSI=59.1 BS15=0.645;❌ ADX: ADX=27.55 [>25], DI+=268.58, DI-=472.83;❌ CCI عبور از ۰: CCI=166.14 [اشباع خرید];✅ SAR: SAR=4049.5812, قیمت=4056.9100;✅ Stochastic کراس: K=56.88 D=18.96;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0006 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0006, ADX=27.55 -> ✅ OK"
SOL-USDT,LONG,MEDIUM,73.85000000,73.02615000,75.49770000,2026-08-04 15:54:31,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.700 [≥ 0.48];✅ روند EMA 1h: EMA21=73.57, EMA50=73.40;❌ روند EMA 4h: EMA21=73.43, EMA50=73.77, EMA200=74.92;✅ RSI 30m: RSI=57.04;✅ MACD 30m: MACD_hist=0.0350;❌ ورود هوشمند پولبک: قیمت=73.8500 EMA=73.5813 RSI=57.0 BS15=0.500;✅ ADX: ADX=30.18 [>25], DI+=533.33, DI-=286.02;✅ CCI عبور از ۰: CCI=86.32;✅ SAR: SAR=73.6716, قیمت=73.8500;❌ Stochastic کراس: K=86.21 [اشباع خرید];❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0012 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0012, ADX=30.18 -> ✅ OK"
