symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
XAUT-USDT,SHORT,HIGH,4599.68000000,4610.04619100,4584.13071350,2026-01-16 00:15:36,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.458 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.458 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=4605.65, EMA55=4603.00;❌ روند EMA 4h: EMA21=4595.12, EMA55=4544.14, EMA200=4425.06;✅ RSI 30m: RSI=45.37 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.4701 | سطح=MEDIUM;❌ شکست ورود: Price=4599.68, EMA21=4606.41, Th=0.003 | سطح=MEDIUM;✅ EMA Rejection: EMA=4606.4089, Last=4599.6800;❌ Pullback: Last=4599.6800, Dir=SHORT;✅ ADX: ADX=62.78 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-85.91 | سطح=MEDIUM;✅ SAR: SAR=4602.2842, Close=4599.68, Dir=SHORT;❌ Stochastic: K=44.29, D=14.76, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=4615.8700, Last=4599.6800;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;✅ حجم لحظه‌ای 1m: اسپایک حجم;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
BTC-USDT,SHORT,HIGH,95282.10000000,95989.25195550,94221.37206675,2026-01-16 00:15:36,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.987 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.987 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=96280.17, EMA55=95512.39;❌ روند EMA 4h: EMA21=94836.07, EMA55=93056.69, EMA200=90810.19;✅ RSI 30m: RSI=34.51 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-153.9023 | سطح=MEDIUM;✅ شکست ورود: Price=95282.10, EMA21=96143.19, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=96143.1917, Last=95282.1000;✅ Pullback: Last=95282.1000, Dir=SHORT;✅ ADX: ADX=26.37 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-156.16 | سطح=MEDIUM;❌ SAR: SAR=95178.252, Close=95282.1, Dir=SHORT;❌ Stochastic: K=7.23, D=2.41, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=97086.8000, Last=95282.1000;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
ETH-USDT,SHORT,HIGH,3283.93000000,3318.92158000,3231.44263000,2026-01-16 00:15:37,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.703 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.703 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=3323.19, EMA55=3295.50;❌ روند EMA 4h: EMA21=3267.81, EMA55=3198.28, EMA200=3095.82;✅ RSI 30m: RSI=33.17 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-5.9737 | سطح=MEDIUM;✅ شکست ورود: Price=3283.93, EMA21=3316.74, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=3316.7435, Last=3283.9300;❌ Pullback: Last=3283.9300, Dir=SHORT;✅ ADX: ADX=51.25 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-106.41 | سطح=MEDIUM;✅ SAR: SAR=3284.6002, Close=3283.93, Dir=SHORT;❌ Stochastic: K=9.38, D=3.13, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=3337.5900, Last=3283.9300;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
BNB-USDT,SHORT,HIGH,925.84700000,931.94922800,916.69365800,2026-01-16 00:15:37,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=936.45, EMA55=933.76;❌ روند EMA 4h: EMA21=928.77, EMA55=914.60, EMA200=889.06;✅ RSI 30m: RSI=32.09 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-1.5278 | سطح=MEDIUM;✅ شکست ورود: Price=925.85, EMA21=934.50, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=934.4982, Last=925.8470;✅ Pullback: Last=925.8470, Dir=SHORT;❌ ADX: ADX=15.27 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-158.22 | سطح=MEDIUM;❌ SAR: SAR=925.1839, Close=925.847, Dir=SHORT;❌ Stochastic: K=4.10, D=1.37, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=942.4740, Last=925.8470;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
SOL-USDT,SHORT,HIGH,141.36000000,142.79014500,139.21478250,2026-01-16 00:15:37,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.800 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.800 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=143.82, EMA55=143.89;❌ روند EMA 4h: EMA21=143.01, EMA55=140.09, EMA200=134.49;✅ RSI 30m: RSI=32.52 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.2252 | سطح=MEDIUM;✅ شکست ورود: Price=141.36, EMA21=143.03, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=143.0291, Last=141.3600;✅ Pullback: Last=141.3600, Dir=SHORT;✅ ADX: ADX=48.05 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-111.23 | سطح=MEDIUM;❌ SAR: SAR=141.142, Close=141.36, Dir=SHORT;❌ Stochastic: K=8.72, D=2.91, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=144.2100, Last=141.3600;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
XRP-USDT,SHORT,HIGH,2.06137000,2.08210000,2.03027500,2026-01-16 00:15:38,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.976 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.976 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.10, EMA55=2.11;❌ روند EMA 4h: EMA21=2.10, EMA55=2.10, EMA200=2.05;✅ RSI 30m: RSI=31.78 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0034 | سطح=MEDIUM;✅ شکست ورود: Price=2.06, EMA21=2.09, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=2.0863, Last=2.0614;✅ Pullback: Last=2.0614, Dir=SHORT;✅ ADX: ADX=31.19 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-113.22 | سطح=MEDIUM;❌ SAR: SAR=2.0583, Close=2.06137, Dir=SHORT;❌ Stochastic: K=10.08, D=3.36, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=2.0994, Last=2.0614;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
ADA-USDT,SHORT,HIGH,0.39070000,0.39604750,0.38267875,2026-01-16 00:15:41,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.40, EMA55=0.40;❌ روند EMA 4h: EMA21=0.40, EMA55=0.40, EMA200=0.39;✅ RSI 30m: RSI=28.96 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0009 | سطح=MEDIUM;✅ شکست ورود: Price=0.39, EMA21=0.40, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=0.3979, Last=0.3907;❌ Pullback: Last=0.3907, Dir=SHORT;✅ ADX: ADX=42.19 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-106.06 | سطح=MEDIUM;✅ SAR: SAR=0.3908, Close=0.3907, Dir=SHORT;❌ Stochastic: K=5.45, D=1.82, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=0.4010, Last=0.3907;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
DOGE-USDT,SHORT,HIGH,0.13924000,0.14088250,0.13677625,2026-01-16 00:15:42,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.14, EMA55=0.14;❌ روند EMA 4h: EMA21=0.14, EMA55=0.14, EMA200=0.14;✅ RSI 30m: RSI=28.16 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0002 | سطح=MEDIUM;✅ شکست ورود: Price=0.14, EMA21=0.14, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=0.1416, Last=0.1392;❌ Pullback: Last=0.1392, Dir=SHORT;✅ ADX: ADX=63.78 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-113.26 | سطح=MEDIUM;❌ SAR: SAR=0.1392, Close=0.13924, Dir=SHORT;❌ Stochastic: K=1.20, D=0.40, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=0.1425, Last=0.1392;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
DOT-USDT,SHORT,HIGH,2.10490000,2.13578800,2.05856800,2026-01-16 00:15:42,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.18, EMA55=2.19;❌ روند EMA 4h: EMA21=2.17, EMA55=2.14, EMA200=2.08;✅ RSI 30m: RSI=30.06 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0066 | سطح=MEDIUM;✅ شکست ورود: Price=2.10, EMA21=2.15, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=2.1537, Last=2.1049;❌ Pullback: Last=2.1049, Dir=SHORT;❌ ADX: ADX=4.73 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-107.07 | سطح=MEDIUM;✅ SAR: SAR=2.106, Close=2.1049, Dir=SHORT;❌ Stochastic: K=4.22, D=1.41, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=2.1721, Last=2.1049;✅ Double Top/Bottom: Pattern=DoubleBottom;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
POL-USDT,SHORT,HIGH,0.14890000,0.15163150,0.14480275,2026-01-16 00:15:42,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.15, EMA55=0.16;❌ روند EMA 4h: EMA21=0.16, EMA55=0.15, EMA200=0.13;✅ RSI 30m: RSI=33.68 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0004 | سطح=MEDIUM;✅ شکست ورود: Price=0.15, EMA21=0.15, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=0.1524, Last=0.1489;❌ Pullback: Last=0.1489, Dir=SHORT;✅ ADX: ADX=68.89 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-128.82 | سطح=MEDIUM;❌ SAR: SAR=0.1487, Close=0.1489, Dir=SHORT;❌ Stochastic: K=2.44, D=0.81, Dir=SHORT | سطح=MEDIUM;❌ Resistance Test: Res=0.1538, Last=0.1489;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
