symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
SOL-USDT,LONG,MEDIUM,77.25000000,76.98275000,77.78450000,2026-08-10 00:29:35,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.143 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.667 [≥ 0.48];✅ روند EMA 1h: EMA21=76.65, EMA50=75.85;❌ روند EMA 4h: EMA21=75.51, EMA50=74.67, EMA200=75.36;✅ RSI 30m: RSI=63.91;❌ MACD 30m: MACD_hist=-0.0095;❌ ورود هوشمند پولبک: قیمت=77.2500 EMA=76.9689 RSI=63.9 BS15=0.143;❌ ADX: ADX=33.69 [>25], DI+=245.20, DI-=494.35;✅ CCI عبور از ۰: CCI=64.38;✅ SAR: SAR=77.0644, قیمت=77.2500;✅ Stochastic کراس: K=68.04 D=22.68;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0060 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0060, ADX=33.69 -> ✅ OK"
TRX-USDT,LONG,LOW,0.32990000,0.32937010,0.33095980,2026-08-10 11:04:23,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.48];✅ روند EMA 1h: EMA21=0.33, EMA50=0.33;✅ روند EMA 4h: EMA21=0.33, EMA50=0.33, EMA200=0.33;✅ RSI 30m: RSI=46.52;❌ MACD 30m: MACD_hist=-0.0000;❌ ورود هوشمند پولبک: قیمت=0.3299 EMA=0.3300 RSI=46.5 BS15=0.500;✅ ADX: ADX=51.85 [>25], DI+=617.20, DI-=195.70;❌ CCI عبور از ۰: CCI=-73.22;✅ SAR: SAR=0.3297, قیمت=0.3299;❌ Stochastic کراس: K=15.38 D=5.13;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0004 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0004, ADX=51.85 -> ❌ رد"
ETH-USDT,LONG,MEDIUM,1916.66000000,1913.35334000,1923.27332000,2026-08-10 13:24:31,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.792 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.192 [≥ 0.48];✅ روند EMA 1h: EMA21=1921.12, EMA50=1919.04;✅ روند EMA 4h: EMA21=1914.39, EMA50=1903.50, EMA200=1844.69;❌ RSI 30m: RSI=44.11;❌ MACD 30m: MACD_hist=-0.1069;❌ ورود هوشمند پولبک: قیمت=1916.6600 EMA=1922.3086 RSI=44.1 BS15=0.792;✅ ADX: ADX=51.23 [>25], DI+=396.18, DI-=127.76;❌ CCI عبور از ۰: CCI=-41.48;❌ SAR: SAR=1922.8670, قیمت=1916.6600;✅ Stochastic کراس: K=21.64 D=7.21;✅ رد EMA: رد EMA تشخیص داده شد;✅ تست مقاومت: تست مقاومت تایید شد;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0006 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0006, ADX=51.23 -> ❌ رد"
NEAR-USDT,LONG,MEDIUM,1.65570000,1.62334430,1.72041140,2026-08-10 13:24:32,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.103 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.552 [≥ 0.48];✅ روند EMA 1h: EMA21=1.63, EMA50=1.63;❌ روند EMA 4h: EMA21=1.64, EMA50=1.66, EMA200=1.78;✅ RSI 30m: RSI=61.31;✅ MACD 30m: MACD_hist=0.0024;❌ ورود هوشمند پولبک: قیمت=1.6557 EMA=1.6411 RSI=61.3 BS15=0.103;✅ ADX: ADX=36.84 [>25], DI+=385.36, DI-=177.86;✅ CCI عبور از ۰: CCI=69.17;✅ SAR: SAR=1.6491, قیمت=1.6557;❌ Stochastic کراس: K=80.00 D=26.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0053 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0053, ADX=36.84 -> ✅ OK"
ARB-USDT,LONG,MEDIUM,0.07990000,0.07862010,0.08245980,2026-08-10 13:24:32,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.48];✅ روند EMA 1h: EMA21=0.08, EMA50=0.08;❌ روند EMA 4h: EMA21=0.08, EMA50=0.08, EMA200=0.08;✅ RSI 30m: RSI=58.50;❌ MACD 30m: MACD_hist=0.0001;❌ ورود هوشمند پولبک: قیمت=0.0799 EMA=0.0794 RSI=58.5 BS15=0.000;✅ ADX: ADX=46.15 [>25], DI+=380.00, DI-=140.00;✅ CCI عبور از ۰: CCI=67.52;✅ SAR: SAR=0.0796, قیمت=0.0799;✅ Stochastic کراس: K=68.18 D=22.73;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0052 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0052, ADX=46.15 -> ✅ OK"
BTC-USDT,LONG,LOW,65020.90000000,64896.27910000,65270.14180000,2026-08-10 14:28:34,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.204 [≥ 0.48];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=65089.59, EMA50=65019.67;✅ روند EMA 4h: EMA21=64889.44, EMA50=64562.53, EMA200=63753.25;✅ RSI 30m: RSI=45.32;❌ MACD 30m: MACD_hist=-17.4776;❌ ورود هوشمند پولبک: قیمت=65020.9000 EMA=65112.0574 RSI=45.3 BS15=0.204;✅ ADX: ADX=79.78 [>25], DI+=471.27, DI-=53.01;❌ CCI عبور از ۰: CCI=-59.24;✅ SAR: SAR=64968.6960, قیمت=65020.9000;✅ Stochastic کراس: K=22.04 D=7.35;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0004 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0004, ADX=79.78 -> ❌ رد"
ETH-USDT,LONG,LOW,1917.83000000,1914.30217000,1924.88566000,2026-08-10 14:28:35,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.115 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.045 [≥ 0.48];✅ روند EMA 1h: EMA21=1920.80, EMA50=1918.98;✅ روند EMA 4h: EMA21=1914.50, EMA50=1903.54, EMA200=1844.70;✅ RSI 30m: RSI=45.72;❌ MACD 30m: MACD_hist=-0.6362;❌ ورود هوشمند پولبک: قیمت=1917.8300 EMA=1921.6190 RSI=45.7 BS15=0.115;✅ ADX: ADX=79.49 [>25], DI+=431.67, DI-=49.33;❌ CCI عبور از ۰: CCI=-62.42;✅ SAR: SAR=1916.2520, قیمت=1917.8300;✅ Stochastic کراس: K=28.19 D=9.40;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0004 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0004, ADX=79.49 -> ❌ رد"
BTC-USDT,LONG,LOW,65066.90000000,64896.23310000,65408.23380000,2026-08-10 15:16:31,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.029 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.029 [≥ 0.48];✅ روند EMA 1h: EMA21=65087.53, EMA50=65021.53;✅ روند EMA 4h: EMA21=64893.62, EMA50=64564.33, EMA200=63753.71;✅ RSI 30m: RSI=47.91;❌ MACD 30m: MACD_hist=-15.1795;❌ ورود هوشمند پولبک: قیمت=65066.9000 EMA=65105.8640 RSI=47.9 BS15=0.029;✅ ADX: ADX=90.40 [>25], DI+=515.83, DI-=26.00;❌ CCI عبور از ۰: CCI=-27.58;✅ SAR: SAR=64982.6020, قیمت=65066.9000;✅ Stochastic کراس: K=25.90 D=8.63;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0003 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0003, ADX=90.40 -> ❌ رد"
ETH-USDT,LONG,LOW,1918.81000000,1912.86119000,1930.70762000,2026-08-10 15:16:31,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=1.000 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=1920.63, EMA50=1918.98;✅ روند EMA 4h: EMA21=1914.59, EMA50=1903.58, EMA200=1844.71;✅ RSI 30m: RSI=46.94;❌ MACD 30m: MACD_hist=-0.6887;❌ ورود هوشمند پولبک: قیمت=1918.8100 EMA=1921.1745 RSI=46.9 BS15=1.000;✅ ADX: ADX=87.91 [>25], DI+=481.74, DI-=30.99;❌ CCI عبور از ۰: CCI=-45.45;✅ SAR: SAR=1914.8930, قیمت=1918.8100;✅ Stochastic کراس: K=25.36 D=8.45;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0002 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0002, ADX=87.91 -> ❌ رد"
BNB-USDT,LONG,LOW,604.97900000,602.52102100,609.89495800,2026-08-10 15:16:32,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.950 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=0.950 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=604.47, EMA50=602.70;✅ روند EMA 4h: EMA21=600.46, EMA50=594.96, EMA200=581.25;✅ RSI 30m: RSI=52.05;✅ MACD 30m: MACD_hist=0.2824;❌ ورود هوشمند پولبک: قیمت=604.9790 EMA=604.6017 RSI=52.1 BS15=0.950;✅ ADX: ADX=34.67 [>25], DI+=326.75, DI-=158.51;✅ CCI عبور از ۰: CCI=93.24;✅ SAR: SAR=604.7714, قیمت=604.9790;✅ Stochastic کراس: K=68.43 D=22.81;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0004 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0004, ADX=34.67 -> ❌ رد"
