symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
ATOM-USDT,LONG,LOW,2.27400000,2.25493100,2.32167250,2026-02-18 07:43:10,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.469 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.687 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.25, EMA55=2.23;✅ روند EMA 4h: EMA21=2.21, EMA55=2.12, EMA200=2.12;✅ RSI 30m: RSI=58.58 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0058 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.27, EMA21=2.25, آستانه=0.003;✅ ADX: ADX=33.53 [حد > 25];✅ CCI: CCI=137.34;✅ SAR: SAR=2.2705, قیمت=2.2740;✅ Stochastic: K=86.49, D=28.83;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
BTC-USDT,SHORT,MEDIUM,67633.60000000,67985.05171240,66930.69657520,2026-02-18 09:12:09,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.720 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.954 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=67701.93, EMA55=68105.52;✅ روند EMA 4h: EMA21=68218.68, EMA55=69119.41, EMA200=76594.16;❌ RSI 30m: RSI=50.89 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=58.1647 | سطح=MEDIUM;❌ شکست ورود: قیمت=67633.60, EMA21=67574.37, آستانه=0.003;✅ ADX: ADX=51.09 [حد > 25];❌ CCI: CCI=58.40;✅ SAR: SAR=67700.2400, قیمت=67633.6000;❌ Stochastic: K=70.84, D=23.61;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
SOL-USDT,SHORT,LOW,84.82000000,85.46370280,83.53259440,2026-02-18 09:12:10,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.667 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.778 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=84.97, EMA55=85.29;✅ روند EMA 4h: EMA21=85.27, EMA55=86.20, EMA200=101.50;✅ RSI 30m: RSI=48.06 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0319 | سطح=MEDIUM;❌ شکست ورود: قیمت=84.82, EMA21=84.92, آستانه=0.003;✅ ADX: ADX=56.09 [حد > 25];❌ CCI: CCI=-31.56;✅ SAR: SAR=84.9758, قیمت=84.8200;❌ Stochastic: K=54.72, D=18.24;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
POL-USDT,LONG,MEDIUM,0.11060000,0.10978520,0.11222960,2026-02-18 10:22:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.833 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.833 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA55=0.11;❌ روند EMA 4h: EMA21=0.11, EMA55=0.10, EMA200=0.11;✅ RSI 30m: RSI=73.03 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0002 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.11, EMA21=0.11, آستانه=0.003;✅ ADX: ADX=50.68 [حد > 25];✅ CCI: CCI=155.03;✅ SAR: SAR=0.1099, قیمت=0.1106;✅ Stochastic: K=96.67, D=32.22;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
ATOM-USDT,LONG,LOW,2.28280000,2.25933880,2.32972240,2026-02-18 10:22:21,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.901 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.706 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.26, EMA55=2.23;✅ روند EMA 4h: EMA21=2.21, EMA55=2.12, EMA200=2.12;✅ RSI 30m: RSI=57.98 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0053 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.28, EMA21=2.27, آستانه=0.003;✅ ADX: ADX=80.69 [حد > 25];✅ CCI: CCI=102.96;✅ SAR: SAR=2.2813, قیمت=2.2828;❌ Stochastic: K=73.25, D=24.42;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;❌ Double Top/Bottom: بدون الگو"
ETH-USDT,LONG,MEDIUM,2011.93000000,1998.77357200,2038.24285600,2026-02-18 11:15:05,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.950 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.871 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1990.99, EMA55=1990.83;❌ روند EMA 4h: EMA21=1996.10, EMA55=2033.58, EMA200=2385.67;✅ RSI 30m: RSI=64.04 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=1.4389 | سطح=MEDIUM;✅ شکست ورود: قیمت=2011.93, EMA21=1995.49, آستانه=0.003;✅ ADX: ADX=87.81 [حد > 25];✅ CCI: CCI=142.23;✅ SAR: SAR=1997.2558, قیمت=2011.9300;✅ Stochastic: K=95.00, D=31.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
ATOM-USDT,LONG,LOW,2.30190000,2.28263400,2.35006500,2026-02-18 11:15:05,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.538 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.879 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.26, EMA55=2.23;✅ روند EMA 4h: EMA21=2.21, EMA55=2.13, EMA200=2.12;✅ RSI 30m: RSI=62.66 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0055 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.30, EMA21=2.27, آستانه=0.003;✅ ADX: ADX=39.86 [حد > 25];✅ CCI: CCI=115.17;✅ SAR: SAR=2.2868, قیمت=2.3019;✅ Stochastic: K=89.05, D=29.68;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ETH-USDT,LONG,MEDIUM,2026.99000000,2015.18997100,2056.49007250,2026-02-18 12:05:16,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.671 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1994.77, EMA55=1992.33;❌ روند EMA 4h: EMA21=1999.42, EMA55=2033.56, EMA200=2382.41;✅ RSI 30m: RSI=69.07 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=3.4110 | سطح=MEDIUM;✅ شکست ورود: قیمت=2026.99, EMA21=2001.65, آستانه=0.003;✅ ADX: ADX=89.82 [حد > 25];✅ CCI: CCI=210.89;✅ SAR: SAR=2017.4662, قیمت=2026.9900;✅ Stochastic: K=80.46, D=26.82;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
POL-USDT,LONG,MEDIUM,0.11110000,0.11026360,0.11277280,2026-02-18 12:05:17,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA55=0.11;❌ روند EMA 4h: EMA21=0.11, EMA55=0.10, EMA200=0.11;✅ RSI 30m: RSI=67.76 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0002 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.11, EMA21=0.11, آستانه=0.003;✅ ADX: ADX=36.99 [حد > 25];✅ CCI: CCI=108.04;✅ SAR: SAR=0.1108, قیمت=0.1111;✅ Stochastic: K=84.62, D=28.21;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;❌ Double Top/Bottom: بدون الگو"
ATOM-USDT,LONG,LOW,2.30060000,2.27855240,2.34469520,2026-02-18 12:05:17,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.147 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.27, EMA55=2.24;✅ روند EMA 4h: EMA21=2.22, EMA55=2.13, EMA200=2.12;✅ RSI 30m: RSI=61.98 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0040 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.30, EMA21=2.28, آستانه=0.003;✅ ADX: ADX=37.38 [حد > 25];❌ CCI: CCI=88.65;✅ SAR: SAR=2.2889, قیمت=2.3006;✅ Stochastic: K=84.49, D=28.16;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
XRP-USDT,LONG,MEDIUM,1.49121000,1.48169880,1.51023240,2026-02-18 13:08:11,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.783 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.494 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.48, EMA55=1.48;❌ روند EMA 4h: EMA21=1.47, EMA55=1.47, EMA200=1.63;✅ RSI 30m: RSI=63.31 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0011 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.49, EMA21=1.48, آستانه=0.003;✅ ADX: ADX=92.33 [حد > 25];✅ CCI: CCI=134.78;✅ SAR: SAR=1.4852, قیمت=1.4912;✅ Stochastic: K=86.93, D=28.98;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
ADA-USDT,LONG,MEDIUM,0.28610000,0.28422200,0.28985600,2026-02-18 13:08:12,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.600 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.28, EMA55=0.28;❌ روند EMA 4h: EMA21=0.28, EMA55=0.28, EMA200=0.31;✅ RSI 30m: RSI=64.53 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0004 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.29, EMA21=0.28, آستانه=0.003;✅ ADX: ADX=86.05 [حد > 25];✅ CCI: CCI=156.53;✅ SAR: SAR=0.2850, قیمت=0.2861;✅ Stochastic: K=89.58, D=29.86;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
ATOM-USDT,LONG,LOW,2.31550000,2.29279480,2.36091040,2026-02-18 13:08:12,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.490 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.522 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.27, EMA55=2.24;✅ روند EMA 4h: EMA21=2.22, EMA55=2.13, EMA200=2.12;✅ RSI 30m: RSI=66.71 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0034 | سطح=MEDIUM;✅ شکست ورود: قیمت=2.32, EMA21=2.28, آستانه=0.003;✅ ADX: ADX=35.26 [حد > 25];✅ CCI: CCI=117.57;✅ SAR: SAR=2.2970, قیمت=2.3155;❌ Stochastic: K=79.29, D=26.43;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
SOL-USDT,SHORT,LOW,84.88000000,85.45204600,83.73590800,2026-02-18 14:05:57,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=85.05, EMA55=85.27;✅ روند EMA 4h: EMA21=85.27, EMA55=86.17, EMA200=101.35;✅ RSI 30m: RSI=46.57 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0055 | سطح=MEDIUM;❌ شکست ورود: قیمت=84.88, EMA21=85.11, آستانه=0.003;✅ ADX: ADX=82.58 [حد > 25];❌ CCI: CCI=-23.92;✅ SAR: SAR=84.9486, قیمت=84.8800;❌ Stochastic: K=13.67, D=4.56;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
AVAX-USDT,SHORT,LOW,9.09800000,9.14926640,8.99546720,2026-02-18 14:05:58,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=9.12, EMA55=9.17;✅ روند EMA 4h: EMA21=9.18, EMA55=9.21, EMA200=10.36;✅ RSI 30m: RSI=46.99 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=0.0048 | سطح=MEDIUM;❌ شکست ورود: قیمت=9.10, EMA21=9.11, آستانه=0.003;✅ ADX: ADX=51.99 [حد > 25];❌ CCI: CCI=6.72;✅ SAR: SAR=9.1117, قیمت=9.0980;❌ Stochastic: K=36.99, D=12.33;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
