symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
NEAR-USDT,LONG,MEDIUM,1.06920000,1.05951480,1.08857040,2026-02-21 11:19:19,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.600 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.600 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.05, EMA55=1.03;❌ روند EMA 4h: EMA21=1.03, EMA55=1.04, EMA200=1.20;✅ RSI 30m: RSI=63.90 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.07, EMA21=1.06, آستانه=0.003;❌ ADX: ADX=12.00 [حد > 25];✅ CCI: CCI=101.20;✅ SAR: SAR=1.0650, قیمت=1.0692;✅ Stochastic: K=84.33, D=28.11;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
XAUT-USDT,LONG,MEDIUM,5094.98000000,5089.38140480,5106.17719040,2026-02-21 12:22:48,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=5067.82, EMA55=5026.06;✅ روند EMA 4h: EMA21=5013.45, EMA55=4985.86, EMA200=4896.63;✅ RSI 30m: RSI=71.00 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-1.7624 | سطح=MEDIUM;❌ شکست ورود: قیمت=5094.98, EMA21=5083.30, آستانه=0.003;❌ ADX: ADX=13.57 [حد > 25];✅ CCI: CCI=234.27;✅ SAR: SAR=5090.5602, قیمت=5094.9800;✅ Stochastic: K=100.00, D=33.33;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
APT-USDT,LONG,MEDIUM,0.89480000,0.88743920,0.90952160,2026-02-21 12:22:49,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.710 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.765 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.88, EMA55=0.88;❌ روند EMA 4h: EMA21=0.89, EMA55=0.93, EMA200=1.19;✅ RSI 30m: RSI=64.10 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0004 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.89, EMA21=0.88, آستانه=0.003;✅ ADX: ADX=34.77 [حد > 25];✅ CCI: CCI=191.90;✅ SAR: SAR=0.8850, قیمت=0.8948;✅ Stochastic: K=97.74, D=32.58;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
FIL-USDT,LONG,MEDIUM,0.97840000,0.96958120,0.99603760,2026-02-21 12:22:49,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.941 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.95, EMA55=0.94;❌ روند EMA 4h: EMA21=0.95, EMA55=0.95, EMA200=1.07;✅ RSI 30m: RSI=65.51 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0005 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.98, EMA21=0.96, آستانه=0.003;✅ ADX: ADX=40.19 [حد > 25];✅ CCI: CCI=132.65;✅ SAR: SAR=0.9658, قیمت=0.9784;✅ Stochastic: K=96.17, D=32.06;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
XAUT-USDT,LONG,MEDIUM,5092.83000000,5087.44959120,5103.59081760,2026-02-21 12:52:08,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.991 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=5070.06, EMA55=5028.43;✅ روند EMA 4h: EMA21=5013.26, EMA55=4985.78, EMA200=4896.61;✅ RSI 30m: RSI=67.68 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-1.6767 | سطح=MEDIUM;❌ شکست ورود: قیمت=5092.83, EMA21=5084.13, آستانه=0.003;❌ ADX: ADX=14.07 [حد > 25];✅ CCI: CCI=190.71;✅ SAR: SAR=5091.0268, قیمت=5092.8300;✅ Stochastic: K=86.35, D=28.78;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
BTC-USDT,LONG,MEDIUM,68239.20000000,67998.63546120,68720.32907760,2026-02-21 12:52:08,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.932 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.873 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=67810.43, EMA55=67578.01;❌ روند EMA 4h: EMA21=67616.60, EMA55=68250.48, EMA200=75056.93;✅ RSI 30m: RSI=63.98 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=21.1814 | سطح=MEDIUM;✅ شکست ورود: قیمت=68239.20, EMA21=67890.63, آستانه=0.003;✅ ADX: ADX=45.74 [حد > 25];✅ CCI: CCI=195.76;✅ SAR: SAR=67944.1840, قیمت=68239.2000;✅ Stochastic: K=97.52, D=32.51;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
ETH-USDT,LONG,MEDIUM,1976.95000000,1968.85159960,1993.14680080,2026-02-21 12:52:09,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.927 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.861 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1964.14, EMA55=1962.58;❌ روند EMA 4h: EMA21=1966.48, EMA55=1996.96, EMA200=2316.29;✅ RSI 30m: RSI=64.31 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.8129 | سطح=MEDIUM;✅ شکست ورود: قیمت=1976.95, EMA21=1965.19, آستانه=0.003;✅ ADX: ADX=53.96 [حد > 25];✅ CCI: CCI=235.20;✅ SAR: SAR=1964.0874, قیمت=1976.9500;✅ Stochastic: K=96.67, D=32.22;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
BNB-USDT,LONG,MEDIUM,629.84700000,627.38403480,634.77293040,2026-02-21 12:52:09,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.816 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.820 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=623.69, EMA55=617.93;❌ روند EMA 4h: EMA21=617.47, EMA55=623.15, EMA200=709.33;✅ RSI 30m: RSI=64.04 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-0.2152 | سطح=MEDIUM;✅ شکست ورود: قیمت=629.85, EMA21=626.32, آستانه=0.003;✅ ADX: ADX=45.71 [حد > 25];✅ CCI: CCI=218.57;✅ SAR: SAR=626.5521, قیمت=629.8470;✅ Stochastic: K=96.59, D=32.20;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
SOL-USDT,LONG,MEDIUM,85.14000000,84.65020920,86.11958160,2026-02-21 12:52:10,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.880 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.781 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=84.32, EMA55=83.74;❌ روند EMA 4h: EMA21=83.83, EMA55=84.70, EMA200=98.52;✅ RSI 30m: RSI=63.88 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0211 | سطح=MEDIUM;✅ شکست ورود: قیمت=85.14, EMA21=84.48, آستانه=0.003;✅ ADX: ADX=49.83 [حد > 25];✅ CCI: CCI=197.06;✅ SAR: SAR=84.3276, قیمت=85.1400;✅ Stochastic: K=95.90, D=31.97;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
ADA-USDT,LONG,MEDIUM,0.28630000,0.28421200,0.29047600,2026-02-21 12:52:10,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.920 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.813 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.28, EMA55=0.28;❌ روند EMA 4h: EMA21=0.28, EMA55=0.28, EMA200=0.30;✅ RSI 30m: RSI=63.39 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.29, EMA21=0.28, آستانه=0.003;✅ ADX: ADX=48.08 [حد > 25];✅ CCI: CCI=189.29;✅ SAR: SAR=0.2819, قیمت=0.2863;✅ Stochastic: K=96.49, D=32.16;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
DOGE-USDT,LONG,MEDIUM,0.10073000,0.10012760,0.10193480,2026-02-21 12:52:14,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.859 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.760 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.10, EMA55=0.10;❌ روند EMA 4h: EMA21=0.10, EMA55=0.10, EMA200=0.11;✅ RSI 30m: RSI=62.80 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0000 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.10, EMA21=0.10, آستانه=0.003;✅ ADX: ADX=44.38 [حد > 25];✅ CCI: CCI=268.72;✅ SAR: SAR=0.0999, قیمت=0.1007;✅ Stochastic: K=93.75, D=31.25;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
DOT-USDT,LONG,MEDIUM,1.39490000,1.38224960,1.42020080,2026-02-21 12:52:14,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.902 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.866 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.34, EMA55=1.33;❌ روند EMA 4h: EMA21=1.33, EMA55=1.34, EMA200=1.52;✅ RSI 30m: RSI=77.50 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0031 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.39, EMA21=1.35, آستانه=0.003;✅ ADX: ADX=47.77 [حد > 25];✅ CCI: CCI=242.92;✅ SAR: SAR=1.3546, قیمت=1.3949;✅ Stochastic: K=97.63, D=32.54;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
LTC-USDT,LONG,MEDIUM,55.57000000,55.26943000,56.17114000,2026-02-21 12:52:15,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.929 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.867 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=54.89, EMA55=54.26;❌ روند EMA 4h: EMA21=54.26, EMA55=54.41, EMA200=60.24;✅ RSI 30m: RSI=67.54 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0065 | سطح=MEDIUM;✅ شکست ورود: قیمت=55.57, EMA21=55.13, آستانه=0.003;✅ ADX: ADX=58.47 [حد > 25];✅ CCI: CCI=255.12;✅ SAR: SAR=55.1628, قیمت=55.5700;✅ Stochastic: K=95.89, D=31.96;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop"
TRX-USDT,LONG,MEDIUM,0.28650000,0.28593840,0.28762320,2026-02-21 12:52:16,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.667 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.667 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.29, EMA55=0.28;❌ روند EMA 4h: EMA21=0.28, EMA55=0.28, EMA200=0.28;✅ RSI 30m: RSI=76.60 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.29, EMA21=0.29, آستانه=0.003;✅ ADX: ADX=48.57 [حد > 25];✅ CCI: CCI=224.81;✅ SAR: SAR=0.2850, قیمت=0.2865;✅ Stochastic: K=100.00, D=33.33;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
AVAX-USDT,LONG,MEDIUM,9.25100000,9.20135480,9.35029040,2026-02-21 12:52:16,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.891 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.947 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=9.15, EMA55=9.09;❌ روند EMA 4h: EMA21=9.09, EMA55=9.13, EMA200=10.18;✅ RSI 30m: RSI=64.70 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0032 | سطح=MEDIUM;✅ شکست ورود: قیمت=9.25, EMA21=9.17, آستانه=0.003;✅ ADX: ADX=48.17 [حد > 25];✅ CCI: CCI=226.16;✅ SAR: SAR=9.1442, قیمت=9.2510;✅ Stochastic: K=98.35, D=32.78;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
XLM-USDT,LONG,MEDIUM,0.16370000,0.16283600,0.16542800,2026-02-21 12:52:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.16, EMA55=0.16;❌ روند EMA 4h: EMA21=0.16, EMA55=0.16, EMA200=0.18;✅ RSI 30m: RSI=64.70 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.16, EMA21=0.16, آستانه=0.003;✅ ADX: ADX=43.31 [حد > 25];✅ CCI: CCI=230.34;✅ SAR: SAR=0.1619, قیمت=0.1637;✅ Stochastic: K=100.00, D=33.33;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
NEAR-USDT,LONG,MEDIUM,1.09480000,1.08409360,1.11621280,2026-02-21 12:52:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.757 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.568 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.06, EMA55=1.04;❌ روند EMA 4h: EMA21=1.04, EMA55=1.04, EMA200=1.20;✅ RSI 30m: RSI=75.22 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0020 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.09, EMA21=1.07, آستانه=0.003;✅ ADX: ADX=42.10 [حد > 25];✅ CCI: CCI=201.40;✅ SAR: SAR=1.0732, قیمت=1.0948;✅ Stochastic: K=96.83, D=32.28;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
APT-USDT,LONG,MEDIUM,0.90690000,0.89880000,0.92310000,2026-02-21 12:52:21,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.897 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.836 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.88, EMA55=0.88;❌ روند EMA 4h: EMA21=0.89, EMA55=0.93, EMA200=1.19;✅ RSI 30m: RSI=71.69 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0016 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.91, EMA21=0.89, آستانه=0.003;✅ ADX: ADX=40.58 [حد > 25];✅ CCI: CCI=264.75;✅ SAR: SAR=0.8894, قیمت=0.9069;✅ Stochastic: K=96.69, D=32.23;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
SUI-USDT,LONG,MEDIUM,0.95880000,0.95202240,0.97235520,2026-02-21 12:52:21,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.750 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.590 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.95, EMA55=0.95;❌ روند EMA 4h: EMA21=0.95, EMA55=0.96, EMA200=1.14;✅ RSI 30m: RSI=59.11 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0002 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.96, EMA21=0.95, آستانه=0.003;✅ ADX: ADX=51.39 [حد > 25];✅ CCI: CCI=182.91;✅ SAR: SAR=0.9482, قیمت=0.9588;✅ Stochastic: K=91.45, D=30.48;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
