symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,issued_at_epoch,status,last_checked_epoch,hit_time_tehran,hit_price,broker_fee_usd,final_pnl_usd,position_margin_usd,leverage,notional_usd,return_pct,telegram_message_id,resolution_message_id,signal_source
BTC-USDT,LONG,HIGH,81410.20000000,80913.26208425,82404.07583150,2026-09-19 13:09:13,1789810753,STOP_HIT,1789845000,2026-09-20 00:50:00,80872.80545321,0.2000,-0.8601,10.00,10.00,100.00,-8.6011,33613,33624,order_flow=0.61:buyVol=505 sellVol=162 delta=+0.51 closePos=0.39 | volume_profile=0.95:POC=81109.1 VA[76669.7..81743.3] price=81410.2 | sweep=0.73:sweep=swept low 81071.2 4 bars ago | liquidity=0.70:eq-lows fuel @ 80908.2 | fvg=0.64:fvg=bull FVG [81163.7..81283] 0.9 ATR | fibonacci=0.40:retr=0.055 of [75655..81743.3] | supply_demand=1.00:zone=demand [81096..81668.1] 0.1 ATR below | moving_average=1.00:price=81410.2 EMA21=81094.8 EMA50=80358.7 slope=+104 | macd=0.30:MACD=193.161 sig=236.139 hist=-42.9777 | rsi=0.55:RSI=65.2 | pattern=0.35:pattern=NONE | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY
BNB-USDT,LONG,MEDIUM,765.33400000,759.60711570,777.36045702,2026-09-19 13:09:16,1789810757,STOP_HIT,1789845000,2026-09-20 00:43:00,759.22731214,0.2000,-0.9979,10.00,10.00,100.00,-9.9791,33614,33625,"order_flow=0.44:buyVol=794 sellVol=879 delta=-0.05 closePos=0.38 | volume_profile=0.95:POC=751.666 VA[733.332..767.842] price=765.334 | sweep=0.87:sweep=swept low 763.043 3 bars ago | liquidity=1.00:eq-lows fuel @ 759.632, eq-highs magnet @ 768.338 | fvg=0.65:fvg=bull FVG [762.061..763.145] 0.8 ATR | fibonacci=0.40:retr=0.090 of [718.234..769.999] | supply_demand=1.00:zone=demand [764.279..767.19] -0.1 ATR below | moving_average=1.00:price=765.334 EMA21=762.486 EMA50=758.464 slope=+0.67 | macd=1.00:MACD=1.06656 sig=1.0026 hist=0.0639564 | rsi=0.55:RSI=58.7 | pattern=0.50:pattern=DOJI | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY"
DOGE-USDT,LONG,HIGH,0.08729000,0.08640423,0.08906154,2026-09-19 13:09:21,1789810762,TP_HIT,1789810702,2026-09-19 16:33:00,0.08901701,0.2000,1.7785,10.00,10.00,100.00,17.7847,33615,33618,"order_flow=0.48:buyVol=19527987 sellVol=15223973 delta=+0.12 closePos=0.36 | volume_profile=0.95:POC=0.0815269 VA[0.07983..0.0873717] price=0.08729 | sweep=0.98:sweep=swept low 0.08719 3 bars ago | liquidity=1.00:eq-lows fuel @ 0.08649, eq-highs magnet @ 0.0881667 | fvg=0.81:fvg=bull FVG [0.08717..0.08721] 0.2 ATR | fibonacci=0.40:retr=0.176 of [0.07983..0.08888] | supply_demand=0.48:zone=demand [0.08541..0.08726] 1.7 ATR below | moving_average=0.45:price=0.08729 EMA21=0.0873962 EMA50=0.0867599 slope=-0.00021 | macd=0.30:MACD=-3.85019e-05 sig=7.24994e-05 hist=-0.000111001 | rsi=0.35:RSI=49.1 | pattern=0.50:pattern=DOJI | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY"
APT-USDT,LONG,HIGH,0.72600000,0.69371110,0.79057780,2026-09-19 13:09:30,1789810771,OPEN,1789863000,,,,,10.00,10.00,100.00,,33616,,order_flow=0.55:buyVol=441212 sellVol=316188 delta=+0.17 closePos=0.49 | volume_profile=0.95:POC=0.685825 VA[0.6602..0.7627] price=0.726 | sweep=0.98:sweep=swept low 0.709 3 bars ago | liquidity=0.70:eq-lows fuel @ 0.6963 | fvg=0.75:fvg=bull FVG [0.7169..0.7204] 0.4 ATR | fibonacci=0.40:retr=0.233 of [0.5372..0.7832] | supply_demand=0.75:zone=demand [0.7022..0.7236] 0.7 ATR below | moving_average=0.45:price=0.726 EMA21=0.72778 EMA50=0.708828 slope=-0.0107 | macd=0.30:MACD=-3.99259e-05 sig=0.00567829 hist=-0.00571822 | rsi=0.55:RSI=50.2 | pattern=0.50:pattern=DOJI | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY
LTC-USDT,LONG,MEDIUM,57.82000000,56.91736295,59.71553781,2026-09-19 17:08:08,1789825089,STOP_HIT,1789853580,2026-09-20 01:06:00,56.88890427,0.2000,-1.8103,10.00,10.00,100.00,-18.1034,33619,33627,"order_flow=0.53:buyVol=18817 sellVol=15374 delta=+0.10 closePos=0.51 | volume_profile=0.95:POC=57.1967 VA[54.59..58.8833] price=57.82 | sweep=0.96:sweep=swept low 57.64 4 bars ago | liquidity=1.00:eq-lows fuel @ 56.975, eq-highs magnet @ 58.98 | fvg=0.75:fvg=bull FVG [57.43..57.81] 0.4 ATR | fibonacci=0.40:retr=0.186 of [51.83..59.19] | supply_demand=1.00:zone=demand [57.74..58.15] -0.3 ATR below | moving_average=1.00:price=57.82 EMA21=57.5915 EMA50=57.0957 slope=+0.0909 | macd=1.00:MACD=0.0767671 sig=0.0512641 hist=0.0255031 | rsi=0.55:RSI=54.5 | pattern=0.00:pattern=BEARISH_ENGULFING | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY"
TRX-USDT,LONG,MEDIUM,0.33870000,0.33763423,0.34093812,2026-09-19 20:28:09,1789837089,OPEN,1789863000,,,,,10.00,10.00,100.00,,33620,,"order_flow=0.78:buyVol=1777736 sellVol=286388 delta=+0.72 closePos=0.67 | volume_profile=0.95:POC=0.338031 VA[0.335275..0.33895] price=0.3387 | sweep=0.80:sweep=swept low 0.3384 1 bars ago | liquidity=1.00:eq-lows fuel @ 0.33772, eq-highs magnet @ 0.339 | fvg=0.35:fvg=none | fibonacci=0.40:retr=0.206 of [0.3337..0.34] | supply_demand=0.35:zone=none | moving_average=1.00:price=0.3387 EMA21=0.338015 EMA50=0.337908 slope=+5.74e-05 | macd=1.00:MACD=2.1864e-05 sig=-5.97359e-05 hist=8.15999e-05 | rsi=0.55:RSI=61.8 | pattern=0.55:pattern=NONE | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY"
XLM-USDT,LONG,HIGH,0.19840000,0.19158886,0.21202228,2026-09-19 20:28:13,1789837093,OPEN,1789863000,,,,,10.00,10.00,100.00,,33621,,order_flow=0.51:buyVol=3087267 sellVol=2516528 delta=+0.10 closePos=0.46 | volume_profile=0.95:POC=0.193035 VA[0.187696..0.2042] price=0.1984 | sweep=0.35:sweep=none | liquidity=0.70:eq-lows fuel @ 0.1923 | fvg=1.00:fvg=bull FVG [0.1957..0.1988] 0.6 ATR | fibonacci=0.75:retr=0.249 of [0.1809..0.2042] | supply_demand=1.00:zone=demand [0.1957..0.1994] 0.4 ATR below | moving_average=1.00:price=0.1984 EMA21=0.196613 EMA50=0.19423 slope=+0.00197 | macd=0.70:MACD=0.00163719 sig=0.00137425 hist=0.000262936 | rsi=0.55:RSI=59.2 | pattern=0.50:pattern=DOJI | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY
DOT-USDT,LONG,HIGH,1.12960000,1.11512447,1.15855106,2026-09-19 22:41:27,1789845087,STOP_HIT,1789845027,2026-09-20 00:28:00,1.11456691,0.2000,-1.5308,10.00,10.00,100.00,-15.3083,33622,33626,"order_flow=0.42:buyVol=2369408 sellVol=3617574 delta=-0.21 closePos=0.45 | volume_profile=0.45:POC=1.13375 VA[1.06227..1.16439] price=1.1296 | sweep=0.97:sweep=swept low 1.1295 3 bars ago | liquidity=1.00:eq-lows fuel @ 1.1172, eq-highs magnet @ 1.141 | fvg=0.35:fvg=none | fibonacci=0.75:retr=0.255 of [1.0078..1.1712] | supply_demand=1.00:zone=demand [1.1201..1.1348] 0.2 ATR below | moving_average=1.00:price=1.1296 EMA21=1.12866 EMA50=1.12675 slope=+0.00108 | macd=0.70:MACD=0.000559076 sig=0.000104946 hist=0.00045413 | rsi=0.55:RSI=50.8 | pattern=0.50:pattern=DOJI | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY"
SUI-USDT,LONG,MEDIUM,0.86220000,0.83613611,0.91693417,2026-09-19 22:41:34,1789845095,OPEN,1789863000,,,,,10.00,10.00,100.00,,33623,,order_flow=0.61:buyVol=4447801 sellVol=2743248 delta=+0.24 closePos=0.59 | volume_profile=0.95:POC=0.85389 VA[0.780242..0.863496] price=0.8622 | sweep=0.94:sweep=swept low 0.845 6 bars ago | liquidity=0.65:eq-highs magnet @ 0.8697 | fvg=0.62:fvg=bull FVG [0.8499..0.8567] 0.9 ATR | fibonacci=0.40:retr=0.050 of [0.7162..0.8699] | supply_demand=1.00:zone=demand [0.8538..0.8629] 0.4 ATR below | moving_average=1.00:price=0.8622 EMA21=0.84782 EMA50=0.830963 slope=+0.00797 | macd=1.00:MACD=0.00864664 sig=0.00841632 hist=0.000230314 | rsi=0.55:RSI=66.0 | pattern=1.00:pattern=BULLISH_ENGULFING | ai_committee=0.50:AI unavailable: openrouter=missing OPENROUTER_API_KEY; mistral=missing MISTRAL_API_KEY; cerebras=missing CEREBRAS_API_KEY; siliconflow=missing SILICONFLOW_API_KEY
